RefSeq,Organism,Lineage,DoriC_oriC_0,DoriC_oriC_1,DoriC_oriC_2,DoriC_oriC_3,Sequence_length,False_order,GC_Concentration,Time,oriC_middles_0,oriC_middles_1,oriC_middles_2,oriC_middles_3,oriC_middles_4,oriC_middles_5,oriC_middles_6,oriC_middles_7,oriC_middles_8,oriC_middles_9,Avg_Occurance_oriC_0,Avg_Occurance_oriC_1,Avg_Occurance_oriC_2,Avg_Occurance_oriC_3,Avg_Occurance_oriC_4,Avg_Occurance_oriC_5,Avg_Occurance_oriC_6,Avg_Occurance_oriC_7,Avg_Occurance_oriC_8,Avg_Occurance_oriC_9,Z_Occurance_oriC_0,Z_Occurance_oriC_1,Z_Occurance_oriC_2,Z_Occurance_oriC_3,Z_Occurance_oriC_4,Z_Occurance_oriC_5,Z_Occurance_oriC_6,Z_Occurance_oriC_7,Z_Occurance_oriC_8,Z_Occurance_oriC_9,G_Occurance_oriC_0,G_Occurance_oriC_1,G_Occurance_oriC_2,G_Occurance_oriC_3,G_Occurance_oriC_4,G_Occurance_oriC_5,G_Occurance_oriC_6,G_Occurance_oriC_7,G_Occurance_oriC_8,G_Occurance_oriC_9,D_Occurance_oriC_0,D_Occurance_oriC_1,D_Occurance_oriC_2,D_Occurance_oriC_3,D_Occurance_oriC_4,D_Occurance_oriC_5,D_Occurance_oriC_6,D_Occurance_oriC_7,D_Occurance_oriC_8,D_Occurance_oriC_9,Prediction_oriC_0,Prediction_oriC_1,Prediction_oriC_2,Prediction_oriC_3,Prediction_oriC_4,Prediction_oriC_5,Prediction_oriC_6,Prediction_oriC_7,Prediction_oriC_8,Prediction_oriC_9
NC_017358,Helicobacter pylori Cuz20 chromosome,"Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Helicobacteraceae, Helicobacter","(1551983.0, 1552134.0)","(1550395.0, 1550614.0)",,,1635449,False,0.3886376157251006,"(149.45197415351868, 0.7766742706298828, 163.08933544158936)",1564576,214043.0,539172.0,1090197.0,789547.0,1389460.0,946414.0,,,,0.3780450269159577,0.299341323212254,0.2792795948171923,0.2436987365632482,0.2328962674274457,0.1781651722791108,0.1603654032299149,,,,0.4166666666666667,0.125,0.125,0.0833333333333333,0.1666666666666666,0.0416666666666666,0.0416666666666666,,,,0.6063573029700953,0.6063573029700953,0.6063573029700953,0.3653554689490039,0.3653554689490039,0.3653554689490039,0.4002362575780732,,,,0.1111111111111111,0.1481481481481481,0.2407407407407407,0.1666666666666666,0.1666666666666666,0.0925925925925925,0.074074074074074,,,,False,False,False,False,False,False,False,,,
NC_021738,Mannheimia haemolytica D171,"Bacteria, Proteobacteria, Gammaproteobacteria, Pasteurellales, Pasteurellaceae, Mannheimia","(1470444.0, 1470891.0)",,,,2501382,False,0.4113789896944969,"(151.477703332901, 0.8229224681854248, 167.3441801071167)",1012682,1528457.0,,,,,,,,,0.5744778886136214,0.4255221113863787,,,,,,,,,0.3333333333333333,0.6666666666666666,,,,,,,,,0.9987959846814436,0.0012040153185564,,,,,,,,,0.391304347826087,0.6086956521739131,,,,,,,,,True,True,,,,,,,,
NC_007575,Sulfurimonas denitrificans DSM 1251 chromosome,"Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Helicobacteraceae, Sulfurimonas","(2201475.0, 14.0)","(1323.0, 1489.0)",,,2201561,True,0.3446195676613094,"(156.0012583732605, 0.8360686302185059, 172.5814790725708)",2200741,240998.0,1780381.0,827991.0,1053037.0,,,,,,0.5642295455943991,0.4177886955909417,0.2708939284651686,0.1827092226656592,0.0935482321833786,,,,,,0.36,0.28,0.2,0.08,0.08,,,,,,0.999355303449864,0.7733660867728251,0.5993484520621726,0.2147943346636445,0.0006446965501359,,,,,,0.3333333333333333,0.2,0.2,0.1333333333333333,0.1333333333333333,,,,,,True,False,False,False,False,,,,,
NC_018219,Candidatus Mycoplasma haemolamae str. Purdue chromosome,"Bacteria, Tenericutes, Mollicutes, Mycoplasmataceae, Mycoplasma","(1306.0, 1430.0)",,,,756845,True,0.3927065647523601,"(47.14425802230835, 0.3480699062347412, 51.17308688163757)",192,136461.0,62713.0,586303.0,650324.0,,,,,,0.1833333333333333,0.15,0.1166666666666666,0.1166666666666666,0.0999999999999999,,,,,,0.3,0.3,0.2,0.1,0.1,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,0.25,0.25,0.25,0.25,0.0,,,,,,False,False,False,False,False,,,,,
NC_017278,Thermus sp. CCB_US3_UF1 chromosome,"Bacteria, Deinococcus-Thermus, Deinococci, Thermales, Thermaceae, Thermus","(1389.0, 1686.0)",,,,2243772,True,0.6860594570214799,"(160.10292601585388, 0.8637909889221191, 177.58569312095642)",52536,2021414.0,269846.0,1744524.0,,,,,,,0.8024695872644384,0.2527338983127764,0.2198526097450985,0.1022923174974663,,,,,,,0.5,0.1428571428571428,0.1428571428571428,0.2142857142857142,,,,,,,0.9983178527024062,0.6153445520811863,0.5167006863781529,0.0016821472975938,,,,,,,0.9090909090909092,0.0,0.0,0.0909090909090909,,,,,,,True,False,False,False,,,,,,
NC_011985,Agrobacterium radiobacter K84 chromosome 1,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Rhizobium/Agrobacterium group, Agrobacterium","(4004860.0, 189.0)",,,,4005130,False,0.6033744223033959,"(160.20257592201233, 0.7151370048522949, 178.2509047985077)",3997131,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NC_012913,Aggregatibacter aphrophilus NJ8700,"Bacteria, Proteobacteria, Gammaproteobacteria, Pasteurellales, Pasteurellaceae, Aggregatibacter","(1970764.0, 1971233.0)",,,,2313035,False,0.4223096494432639,"(167.21591567993164, 0.8794362545013428, 185.3994801044464)",1941318,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NC_014625,Ketogulonicigenium vulgare Y25 chromosome,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Ketogulonicigenium","(2661653.0, 2662118.0)",,,,2776084,False,0.6172374467055032,"(168.66530680656433, 0.9050376415252686, 190.0925841331482)",2268738,2278.0,668982.0,,,,,,,,0.5275681302506054,0.4580503091716506,0.2224318697493945,,,,,,,,0.0833333333333333,0.75,0.1666666666666666,,,,,,,,0.999371057418483,0.6241509275149519,0.000628942581517,,,,,,,,0.0,0.5,0.5,,,,,,,,False,True,False,,,,,,,
NC_001263,Deinococcus radiodurans R1 chromosome 1,"Bacteria, Deinococcus-Thermus, Deinococci, Deinococcales, Deinococcaceae, Deinococcus","(1183.0, 1903.0)",,,,2648638,True,0.6701036532738713,"(106.05411958694458, 0.5649585723876953, 117.5973002910614)",2427345,231311.0,669165.0,1870218.0,1362210.0,,,,,,0.6489981812908407,0.5045194988987317,0.2774682950005763,0.2214949611237153,0.0315573742647148,,,,,,0.28125,0.1875,0.1875,0.25,0.09375,,,,,,0.9990778772058556,0.992725163362862,0.5824048850017289,0.476984883371146,0.0009221227941444,,,,,,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,,,,,,True,False,False,False,False,,,,,
NC_012578,Vibrio cholerae M66-2 chromosome 1,"Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio","(2892421.0, 234.0)",,,,2892523,False,0.4783187549416202,"(172.80223560333252, 0.8465116024017334, 193.9189853668213)",2892322,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NC_016796,Brucella canis HSK A52141 chromosome chromosome 2,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Brucellaceae, Brucella","(795403.0, 795812.0)",,,,1170489,False,0.5729349015667811,"(42.922966957092285, 0.23450207710266113, 47.547548055648804)",19847,797187.0,,,,,,,,,0.4615384615384615,0.2051282051282051,,,,,,,,,0.3846153846153846,0.6153846153846154,,,,,,,,,0.0,0.0,,,,,,,,,1.0,0.0,,,,,,,,,False,False,,,,,,,,
NC_010981,Wolbachia pipientis,"Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Rickettsiaceae, Wolbachieae, Wolbachia","(920590.0, 920991.0)",,,,1482455,True,0.3419024523509988,"(115.29435992240906, 0.6559250354766846, 125.93899321556091)",1113786,1439874.0,766584.0,325452.0,58772.0,,,,,,0.4265567303129126,0.3454279825174982,0.291590217852304,0.2600534404972314,0.2479653452473486,,,,,,0.1428571428571428,0.3333333333333333,0.238095238095238,0.238095238095238,0.0476190476190476,,,,,,0.7082416195101665,0.7082416195101665,0.3562521350383936,0.319842861174234,0.622202914048924,,,,,,0.3333333333333333,0.1851851851851851,0.1851851851851851,0.2222222222222222,0.074074074074074,,,,,,False,False,False,False,False,,,,,
NC_010805,Burkholderia multivorans ATCC 17616 chromosome 2,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia, Burkholderia cepacia complex","(2467001.0, 2468149.0)",,,,2473162,False,0.6713280407834181,"(175.0955948829651, 0.8855676651000977, 197.12561559677124)",2460915,,,,,,,,,,0.6666666666666666,,,,,,,,,,1.0,,,,,,,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NC_003143,Yersinia pestis CO92,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Yersinia","(4653618.0, 270.0)",,,,4653728,False,0.4763611023248458,"(178.40772414207458, 0.7850165367126465, 197.8095383644104)",2869,3998837.0,1102940.0,2872472.0,,,,,,,0.5435289876689009,0.3666397485152524,0.2813459235458742,0.1469472028072895,,,,,,,0.25,0.25,0.25,0.25,,,,,,,0.9996345820543218,0.6594430550695669,0.3559425325423844,0.0003654179456782,,,,,,,0.3809523809523809,0.238095238095238,0.1904761904761904,0.1904761904761904,,,,,,,True,False,False,False,,,,,,
NZ_CP025395,"Staphylococcus aureus O46 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus","(2791196.0, 516.0)","(1879.0, 2157.0)",,,2791410,False,0.3283147226670392,"(108.65220260620117, 0.4892086982727051, 119.42902326583862)",17750,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NC_019703,Geitlerinema sp. PCC 7407 chromosome,"Bacteria, Cyanobacteria, Oscillatoriales, Geitlerinema","(1426.0, 3004.0)",,,,4681111,False,0.5846308707484185,"(180.85346627235413, 0.7864692211151123, 202.26770091056824)",6951,419890.0,2921637.0,4360602.0,,,,,,,0.4564043070381017,0.4213734707396759,0.2754408401989045,0.2241027132719808,,,,,,,0.6,0.2,0.1333333333333333,0.0666666666666666,,,,,,,0.6025462544476385,0.3974537455523614,0.5263225205967137,0.6056414731492757,,,,,,,0.1666666666666666,0.1666666666666666,0.6666666666666666,0.0,,,,,,,False,False,False,False,,,,,,
NC_001264,Deinococcus radiodurans R1 chromosome 2,"Bacteria, Deinococcus-Thermus, Deinococci, Deinococcales, Deinococcaceae, Deinococcus","(412228.0, 652.0)",,,,412348,True,0.6668808870177617,"(36.327372789382935, 0.20942425727844238, 39.97696280479431)",185073,319730.0,409468.0,35607.0,255229.0,146139.0,80750.0,,,,0.0666666666666666,0.0592592592592592,0.0518518518518518,0.0518518518518518,0.037037037037037,0.037037037037037,0.0296296296296296,,,,0.2,0.1777777777777777,0.1555555555555555,0.1555555555555555,0.1111111111111111,0.1111111111111111,0.0888888888888888,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,False,False,False,False,False,False,False,,,
NC_014216,Desulfurivibrio alkaliphilus AHT2 chromosome,"Bacteria, Proteobacteria, Deltaproteobacteria, Desulfobacterales, Desulfobulbaceae, Desulfurivibrio","(2444764.0, 2445138.0)",,,,3097763,False,0.6028630983067459,"(184.60130167007446, 0.9251298904418945, 206.1656036376953)",2409364,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NZ_LT960781,"Lactobacillus sakei strain J64 genome assembly, chromosome: 1.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus","(2049871.0, 209.0)","(1557.0, 1733.0)",,,2050232,False,0.4111817589424026,"(189.9022717475891, 0.995398759841919, 208.8385133743286)",981,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NZ_CP022392,"Streptococcus iniae strain QMA0248 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus","(2116449.0, 112.0)","(1469.0, 1623.0)",,,2116570,False,0.3682424866647453,"(193.31520819664001, 0.9261515140533447, 213.84495902061462)",2062677,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NC_021887,Chlamydia trachomatis RC-L2(s)/46,"Bacteria, Chlamydiae, Chlamydiales, Chlamydiaceae, Chlamydia/Chlamydophila group, Chlamydia","(716276.0, 716572.0)",,,,1038817,False,0.4132662441989301,"(91.12105536460876, 0.49328136444091797, 99.22769212722778)",9,716297.0,,,,,,,,,0.474343214589996,0.4159314648406575,,,,,,,,,0.1818181818181818,0.8181818181818182,,,,,,,,,0.6697828905232348,0.0010411477687259,,,,,,,,,0.5714285714285714,0.4285714285714285,,,,,,,,,False,True,,,,,,,,
NC_021878,Arcobacter butzleri 7h1h,"Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Arcobacter","(2253005.0, 2253233.0)",,,,2253233,False,0.270598291432799,"(195.64985299110413, 1.0547478199005127, 214.84591102600098)",2239383,1989024.0,390242.0,1386210.0,902586.0,,,,,,0.5306104654531573,0.3871876172903083,0.3161577577610665,0.1360665794863921,0.074327806151781,,,,,,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.1481481481481481,0.074074074074074,,,,,,0.999238803766879,0.7171184074264806,0.5781029029128293,0.0378293680888058,0.0007611962331209,,,,,,0.2592592592592592,0.2222222222222222,0.2222222222222222,0.1481481481481481,0.1481481481481481,,,,,,False,False,False,False,False,,,,,
NZ_CP025028,"Streptococcus agalactiae strain SGEHI2015-95 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus","(2098802.0, 2098955.0)","(2097232.0, 2097439.0)",,,2116769,False,0.3548252076631886,"(196.0801341533661, 0.8402633666992188, 216.42526292800903)",2111351,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NZ_CP021907,"Staphylococcus aureus strain Seattle 1945 isolate G478 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus","(2792027.0, 543.0)","(1906.0, 2182.0)",,,2792213,False,0.3286353870567897,"(202.85783863067627, 0.7073385715484619, 218.78311586380005)",17705,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NZ_CP007631,"Streptococcus agalactiae strain NGBS061, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus","(1573.0, 1726.0)",,,,2221207,False,0.3549390038839243,"(201.12144804000854, 1.0743844509124756, 222.54820108413696)",2220529,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NZ_LN831036,"Staphylococcus aureus genome assembly NCTC13435, chromosome : 1.","Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus","(2796724.0, 2797452.0)","(1363.0, 1639.0)",,,2797452,False,0.3290354937278638,"(202.60427331924438, 0.9972212314605713, 223.4124255180359)",13656,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NZ_CP022290,"Staphylococcus aureus subsp. aureus strain EDCC5458 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus","(2847796.0, 2848525.0)","(1363.0, 1639.0)",,,2848525,False,0.3286034000052659,"(207.68274760246277, 0.7508230209350586, 223.44293689727783)",16985,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NC_017256,Buchnera aphidicola str. Ak (Acyrthosiphon kondoi) chromosome,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Buchnera","(641549.0, 191.0)",,,,641794,True,0.2565823301557821,"(36.268813610076904, 0.14470767974853516, 38.60621929168701)",633401,449485.0,,,,,,,,,0.7951810145053644,0.2048189854946356,,,,,,,,,0.8888888888888888,0.1111111111111111,,,,,,,,,0.9966541546272042,0.0033458453727956,,,,,,,,,0.5,0.5,,,,,,,,,True,False,,,,,,,,
NC_017449,Francisella cf. novicida 3523 chromosome,"Bacteria, Proteobacteria, Gammaproteobacteria, Thiotrichales, Francisellaceae, Francisella","(1944972.0, 144.0)",,,,1945310,False,0.3232369133968364,"(76.17236924171448, 0.6364116668701172, 89.18025016784668)",4641,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NC_012785,Kosmotoga olearia TBF 19.5.1,"Bacteria, Thermotogae, Thermotogales, Thermotogaceae, Kosmotoga","(217247.0, 219145.0)",,,,2302126,True,0.4154598836032432,"(170.02165126800537, 0.9708113670349121, 191.00417351722717)",2100866,88533.0,1879530.0,316467.0,1048385.0,,,,,,0.4627919241385692,0.4085058268573018,0.3479608281541287,0.3293498736478488,0.1984251176553739,,,,,,0.2142857142857142,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.3571428571428571,,,,,,0.9359948200347552,0.8445650996195246,0.8057872463671483,0.6070972399911654,0.0476563053470743,,,,,,0.238095238095238,0.238095238095238,0.238095238095238,0.0952380952380952,0.1904761904761904,,,,,,False,False,False,False,False,,,,,
NC_017832,Burkholderia pseudomallei 1026b chromosome 2,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia, pseudomallei group","(3131837.0, 3132509.0)",,,,3138747,False,0.6851026858807033,"(213.32217574119568, 0.6532776355743408, 230.92982506752014)",3138688,,,,,,,,,,0.6666666666666666,,,,,,,,,,1.0,,,,,,,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NC_009380,Salinispora tropica CNB-440,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Micromonosporineae, Micromonosporaceae, Salinispora","(5176409.0, 5176977.0)",,,,5183331,False,0.6946100876058272,"(197.56845045089722, 1.5608954429626465, 232.7190055847168)",2247,476540.0,2971478.0,,,,,,,,0.8735704629413977,0.2877586695482058,0.1008979247903288,,,,,,,,0.6923076923076923,0.0769230769230769,0.2307692307692307,,,,,,,,0.9998322679450724,0.7863529317215404,0.0004959721731843,,,,,,,,0.9285714285714286,0.0,0.0714285714285714,,,,,,,,True,False,False,,,,,,,
NC_007404,Thiobacillus denitrificans ATCC 25259,"Bacteria, Proteobacteria, Betaproteobacteria, Hydrogenophilales, Hydrogenophilaceae, Thiobacillus","(1511.0, 1688.0)",,,,2909809,False,0.6606722296893026,"(205.87607526779175, 1.262010097503662, 236.0427041053772)",11960,2652482.0,2345880.0,1619860.0,1335167.0,,,,,,0.6783950243142729,0.3301606540568,0.300624354953406,0.0941143763933356,0.071604975685727,,,,,,0.3214285714285714,0.3214285714285714,0.1785714285714285,0.1071428571428571,0.0714285714285714,,,,,,0.9994707872285332,0.8119105335989715,0.5804444934316466,0.032343129180007,0.0005292127714668,,,,,,0.7142857142857143,0.0,0.0,0.1428571428571428,0.1428571428571428,,,,,,True,False,False,False,False,,,,,
NC_005364,Mycoplasma mycoides subsp. mycoides SC str. PG1,"Bacteria, Firmicutes, Mollicutes, Mycoplasmataceae, Mycoplasma","(1211535.0, 87.0)",,,,1211703,True,0.239656087341535,"(63.25223898887634, 0.3199913501739502, 68.0390157699585)",1210639,1074305.0,133214.0,973950.0,749653.0,268648.0,428744.0,549726.0,,,0.5038334033761858,0.3267703360234192,0.3054346849737394,0.2656404736699242,0.2144831391180686,0.2143899256621126,0.1254166667252374,0.0346281350853526,,,0.282051282051282,0.1538461538461538,0.2307692307692307,0.1282051282051282,0.0769230769230769,0.0769230769230769,0.0256410256410256,0.0256410256410256,,,0.9986796973080444,0.7495417773010271,0.7624579010750645,0.5661521902405418,0.1562699301747185,0.5149646487812098,0.2224038463295585,0.0013203026919554,,,0.2307692307692307,0.1538461538461538,0.0,0.0,0.0,0.4615384615384615,0.0769230769230769,0.0769230769230769,,,False,False,False,False,False,False,False,False,,
NC_010676,Burkholderia phytofirmans PsJN chromosome 2,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia","(3391999.0, 3393108.0)",,,,3625999,False,0.6206201380640204,"(215.36560916900635, 1.0192418098449707, 242.5555865764618)",3382688,,,,,,,,,,0.6666666666666666,,,,,,,,,,1.0,,,,,,,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NC_014718,Burkholderia rhizoxinica HKI 454 chromosome,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia","(770009.0, 771103.0)",,,,822304,False,0.5970492664513367,"(43.02428436279297, 0.2411949634552002, 46.88752007484436)",72923,764928.0,148180.0,486274.0,,,,,,,0.4047619047619047,0.2142857142857143,0.0238095238095238,0.0238095238095238,,,,,,,0.2142857142857142,0.6428571428571429,0.0714285714285714,0.0714285714285714,,,,,,,0.0,0.0,0.0,0.0,,,,,,,1.0,0.0,0.0,0.0,,,,,,,False,False,False,False,,,,,,
NC_009839,Campylobacter jejuni subsp. jejuni 81116,"Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Campylobacter","(1324.0, 1482.0)",,,,1628115,True,0.3054151580201644,"(101.30641889572144, 0.4952361583709717, 108.58204889297485)",1620121,208717.0,1449485.0,1307872.0,,,,,,,0.6413258610891845,0.3474864632943079,0.2478330847078515,0.0367044419411185,,,,,,,0.5625,0.3125,0.0625,0.0625,,,,,,,0.9978412196311898,0.3663230262465602,0.4537265268508272,0.0021587803688102,,,,,,,0.3636363636363636,0.3636363636363636,0.2272727272727272,0.0454545454545454,,,,,,,True,False,False,False,,,,,,
NC_017168,Yersinia pestis A1122 chromosome,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Yersinia","(1105762.0, 1106141.0)",,,,4553770,True,0.4758250855884245,"(202.56813406944275, 1.824854850769043, 246.06335592269897)",1104455,6351.0,4032862.0,2889957.0,,,,,,,0.532487171401421,0.275323937195191,0.1944615729887163,0.1341794952652456,,,,,,,0.25,0.25,0.25,0.25,,,,,,,0.9996354272477412,0.3585805072377469,0.0507760233139751,0.0003645727522586,,,,,,,0.3478260869565217,0.217391304347826,0.2826086956521739,0.1521739130434782,,,,,,,False,False,False,False,,,,,,
NC_019908,Brachyspira pilosicoli P43/6/78 chromosome,"Bacteria, Spirochaetes, Spirochaetales, Brachyspiraceae, Brachyspira","(1886115.0, 1886646.0)",,,,2555556,True,0.2791732992742088,"(148.99343991279602, 0.7990274429321289, 166.38008522987366)",1882604,1052332.0,2415988.0,,,,,,,,0.4772121961625434,0.3710067452752865,0.3297578278465921,,,,,,,,0.6,0.0666666666666666,0.3333333333333333,,,,,,,,0.4680002248512667,0.5918081146137382,0.474121968388261,,,,,,,,0.3636363636363636,0.4545454545454545,0.1818181818181818,,,,,,,,False,False,False,,,,,,,
NC_002677,Mycobacterium leprae TN,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Corynebacterineae, Mycobacteriaceae, Mycobacterium","(1567.0, 2080.0)",,,,3268203,False,0.5779674640773538,"(222.1497447490692, 1.1236145496368408, 253.6777060031891)",2389,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NC_007677,Salinibacter ruber DSM 13855,"Bacteria, Bacteroidetes, Sphingobacteria, Sphingobacteriales, Crenotrichaceae, Salinibacter","(12594.0, 13258.0)",,,,3551823,False,0.6621672870523109,"(234.34046339988708, 0.7973432540893555, 255.28372240066528)",11103,642556.0,,,,,,,,,0.7999999999999999,0.1999999999999999,,,,,,,,,0.9,0.1,,,,,,,,,0.5,0.5,,,,,,,,,1.0,0.0,,,,,,,,,True,False,,,,,,,,
NC_022550,Blattabacterium sp. (Nauphoeta cinerea),"Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Blattabacteriaceae, Blattabacterium","(526787.0, 527266.0)",,,,622952,True,0.2608371110454738,"(28.649306774139404, 0.17490935325622559, 31.201422214508057)",4728,157930.0,508365.0,241926.0,407355.0,,,,,,0.4122807017543859,0.3391533815182623,0.3253350116696824,0.2471615876147384,0.1617933723196881,,,,,,0.2368421052631578,0.1052631578947368,0.1842105263157894,0.2105263157894736,0.2631578947368421,,,,,,1.0,0.6899747644378279,0.4584611753599245,0.3087362248325194,0.0,,,,,,0.0,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.2222222222222222,,,,,,False,False,False,False,False,,,,,
NZ_AP014523,Helicobacter pylori NY40 DNA,"Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Helicobacteraceae, Helicobacter","(497602.0, 497753.0)","(496001.0, 496227.0)",,,1696917,True,0.3880708366997325,"(113.70114946365356, 0.5698208808898926, 125.29514122009277)",736301,502423.0,1192217.0,5910.0,,,,,,,0.4237013230541039,0.3142560456927846,0.2671167464279295,0.2595734945946685,,,,,,,0.391304347826087,0.3043478260869565,0.0869565217391304,0.217391304347826,,,,,,,0.5694547937500181,0.5694547937500181,0.438531648579141,0.2165015932292829,,,,,,,0.3103448275862069,0.0689655172413793,0.2758620689655172,0.3448275862068966,,,,,,,False,False,False,False,,,,,,
