RefSeq,Organism,Lineage,DoriC_oriC_0,DoriC_oriC_1,DoriC_oriC_2,DoriC_oriC_3,Sequence_length,GC_Concentration,Time,oriC_middles_0,oriC_middles_1,oriC_middles_2,oriC_middles_3,oriC_middles_4,oriC_middles_5,oriC_middles_6,oriC_middles_7,oriC_middles_8,oriC_middles_9,Avg_Occurance_oriC_0,Avg_Occurance_oriC_1,Avg_Occurance_oriC_2,Avg_Occurance_oriC_3,Avg_Occurance_oriC_4,Avg_Occurance_oriC_5,Avg_Occurance_oriC_6,Avg_Occurance_oriC_7,Avg_Occurance_oriC_8,Avg_Occurance_oriC_9,Z_Occurance_oriC_0,Z_Occurance_oriC_1,Z_Occurance_oriC_2,Z_Occurance_oriC_3,Z_Occurance_oriC_4,Z_Occurance_oriC_5,Z_Occurance_oriC_6,Z_Occurance_oriC_7,Z_Occurance_oriC_8,Z_Occurance_oriC_9,G_Occurance_oriC_0,G_Occurance_oriC_1,G_Occurance_oriC_2,G_Occurance_oriC_3,G_Occurance_oriC_4,G_Occurance_oriC_5,G_Occurance_oriC_6,G_Occurance_oriC_7,G_Occurance_oriC_8,G_Occurance_oriC_9,D_Occurance_oriC_0,D_Occurance_oriC_1,D_Occurance_oriC_2,D_Occurance_oriC_3,D_Occurance_oriC_4,D_Occurance_oriC_5,D_Occurance_oriC_6,D_Occurance_oriC_7,D_Occurance_oriC_8,D_Occurance_oriC_9,Prediction_oriC_0,Prediction_oriC_1,Prediction_oriC_2,Prediction_oriC_3,Prediction_oriC_4,Prediction_oriC_5,Prediction_oriC_6,Prediction_oriC_7,Prediction_oriC_8,Prediction_oriC_9
NZ_CP017125,"Mycoplasma capricolum subsp. capripneumoniae M1601 chromosome, complete genome.","Bacteria, Tenericutes, Mollicutes, Mycoplasmataceae, Mycoplasma","(1016413.0, 1016707.0)",,,,1016707,0.2367220841402685,"(147.67472505569458, 0.6354274749755859, 172.2005259990692)",5499,896713.0,89912.0,270321.0,431500.0,637079.0,,,,,0.4641203703703704,0.4058801032418024,0.3888104054398411,0.1782011906466573,0.130787037037037,0.1078166782037635,,,,,0.15625,0.15625,0.03125,0.28125,0.28125,0.09375,,,,,1.0,0.7280569763920741,0.8018478829861901,0.378353571939972,0.0,0.1185889235001795,,,,,0.3333333333333333,0.3333333333333333,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,,,,,-0.5654267826669299,-1.4667540576881288,-1.5742221872773683,-1.0234019180686014,-1.0210329740127415,-1.032385206234637,,,,
NZ_CP017658,"Spiroplasma sp. TU-14, complete genome.","Bacteria, Tenericutes, Mollicutes, Entomoplasmatales, Spiroplasmataceae, Spiroplasma","(1199215.0, 1199640.0)",,,,1199640,0.2874237271181354,"(192.61763501167297, 0.6441986560821533, 225.96736097335815)",18,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,0.9999320490793896,,,,,,,,,
NC_017365,Helicobacter pylori F30,"Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Helicobacteraceae, Helicobacter","(1490333.0, 1490483.0)","(1488745.0, 1488964.0)",,,1570564,0.3882968156662192,"(232.37035036087036, 1.2873554229736328, 261.05967903137207)",1481838,832327.0,340745.0,21718.0,655465.0,,,,,,0.4006842531476584,0.3232703380257746,0.2734981334500724,0.2309208690226878,0.1945507650290198,,,,,,0.4736842105263157,0.2631578947368421,0.1578947368421052,0.0526315789473684,0.0526315789473684,,,,,,0.5967896015482383,0.5224425930246922,0.3468101898239015,0.3468101898239015,0.4559205018049055,,,,,,0.131578947368421,0.1842105263157894,0.1842105263157894,0.1842105263157894,0.3157894736842105,,,,,,-0.979482246488943,-1.0618892471389936,-1.079803573381441,-1.0282372047715862,-1.0563542909235943,,,,,
NC_020939,Chlamydia trachomatis A/5291 complete genome,"Bacteria, Chlamydiae, Chlamydiales, Chlamydiaceae, Chlamydia/Chlamydophila group, Chlamydia","(722255.0, 722551.0)",,,,1044023,0.4130043112077032,"(175.23665809631348, 1.19832444190979, 197.70049333572388)",4,722277.0,,,,,,,,,0.5031085990284273,0.3843331567025196,,,,,,,,,0.1818181818181818,0.8181818181818182,,,,,,,,,0.6608409486004332,0.0014843185924073,,,,,,,,,0.6666666666666666,0.3333333333333333,,,,,,,,,-1.172483840130071,1.009828304356545,,,,,,,,
NC_022439,Chlamydia pecorum PV3056/3,"Bacteria, Chlamydiae, Chlamydiales, Chlamydiaceae, Chlamydia/Chlamydophila group, Chlamydia","(1104407.0, 147.0)",,,,1104552,0.4112581390464188,"(192.4003779888153, 0.7312498092651367, 212.88118362426758)",1104396,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,0.9999320490793896,,,,,,,,,
NZ_CP007762,Brucella melitensis bv. 1 str. 16M chromosome 2,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales,Brucellaceae, Brucella","(1125352.0, 1125719.0)",,,,1177791,0.5734098834173466,"(195.79116344451904, 0.4404270648956299, 229.57556915283203)",978263,578909.0,1117489.0,,,,,,,,0.2875816993464052,0.2418300653594771,0.1372549019607843,,,,,,,,0.5294117647058824,0.0588235294117647,0.4117647058823529,,,,,,,,0.0,0.0,0.0,,,,,,,,0.3333333333333333,0.6666666666666666,0.0,,,,,,,,-1.1930819602914946,-1.2868802495213751,-1.0081428691949847,,,,,,,
NZ_CP008751,Brucella melitensis strain 20236 chromosome 2,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales,Brucellaceae, Brucella","(1185333.0, 1185699.0)",,,,1185741,0.5734228638463206,"(200.08731746673584, 0.6929721832275391, 240.12037634849548)",1038235,638107.0,1177469.0,,,,,,,,0.2875816993464052,0.2418300653594771,0.1372549019607843,,,,,,,,0.5294117647058824,0.0588235294117647,0.4117647058823529,,,,,,,,0.0,0.0,0.0,,,,,,,,0.3333333333333333,0.6666666666666666,0.0,,,,,,,,-1.1930819602914946,-1.2868802495213751,-1.0081428691949847,,,,,,,
NZ_CP018479,Brucella melitensis strain BwIM_AFG_63 chromosome 2,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales,Brucellaceae, Brucella","(1184855.0, 154.0)",,,,1185068,0.5734016950926023,"(198.2384204864502, 0.8544018268585205, 235.8869616985321)",1037819,638177.0,1176991.0,,,,,,,,0.2875816993464052,0.2418300653594771,0.1372549019607843,,,,,,,,0.5294117647058824,0.0588235294117647,0.4117647058823529,,,,,,,,0.0,0.0,0.0,,,,,,,,0.3333333333333333,0.6666666666666666,0.0,,,,,,,,-1.1930819602914946,-1.2868802495213751,-1.0081428691949847,,,,,,,
NC_020968,Chlamydia trachomatis D/SotonD6 high quality draft genome sequence,"Bacteria, Chlamydiae, Chlamydiales, Chlamydiaceae, Chlamydia/Chlamydophila group, Chlamydia","(720607.0, 720903.0)",,,,1042560,0.4130361801718846,"(180.31925630569458, 0.5422220230102539, 199.83248138427734)",4,720628.0,,,,,,,,,0.503839696951529,0.384112831377039,,,,,,,,,0.1818181818181818,0.8181818181818182,,,,,,,,,0.6630342423697382,0.0008233426159657,,,,,,,,,0.6666666666666666,0.3333333333333333,,,,,,,,,-1.179697402717644,1.003405766039946,,,,,,,,
NC_017362,Helicobacter pylori Lithuania75 chromosome,"Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Helicobacteraceae, Helicobacter","(1511982.0, 1512133.0)","(1510394.0, 1510613.0)",,,1624644,0.3891634105687153,"(247.190110206604, 1.695479393005371, 276.3231999874115)",563669,1553576.0,133663.0,985430.0,822574.0,1260344.0,,,,,0.3792039826188307,0.3591798476134838,0.307807298593876,0.2011041839966213,0.1948296741926997,0.1948296741926997,,,,,0.36,0.4,0.04,0.04,0.08,0.08,,,,,0.5423178302094336,0.6481277781345693,0.6481277781345693,0.3574301990486874,0.3574301990486874,0.3574301990486874,,,,,0.2352941176470588,0.2352941176470588,0.0294117647058823,0.2058823529411764,0.1470588235294117,0.1470588235294117,,,,,-1.0371569813342498,-1.0234631314472304,-1.5674935810921165,-1.01951572260596,-1.0373643602387697,-1.0373643602387697,,,,
NZ_LT605586,Brucella sp. 141012304 genome assembly,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales,Brucellaceae, Brucella","(1090781.0, 1091149.0)",,,,1296428,0.5706232818174245,"(213.81110286712646, 1.2097549438476562, 243.2894468307495)",1088247,3090.0,869365.0,,,,,,,,0.8095238095238096,0.4094360910270853,0.0476190476190476,,,,,,,,0.4285714285714285,0.4285714285714285,0.1428571428571428,,,,,,,,1.0,0.7997368445098272,0.0,,,,,,,,1.0,0.0,0.0,,,,,,,,1.0194286884130186,-1.2753126461507032,-1.031971305106027,,,,,,,
NZ_CP011127,Dehalococcoides mccartyi strain 11a5,"Bacteria, Chloroflexi, Dehalococcoidia, Dehalococcoidales,Dehalococcoidaceae, Dehalococcoides","(1596.0, 1925.0)",,,,1461973,0.4694245379360631,"(258.77051615715027, 1.250645399093628, 300.9614689350128)",1211,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,0.9999320490793896,,,,,,,,,
NC_014014,Mycoplasma crocodyli MP145 chromosome,"Bacteria, Tenericutes, Mollicutes, Mycoplasmataceae, Mycoplasma","(934098.0, 934379.0)","(1306.0, 1426.0)",,,934379,0.2695373076663752,"(130.53809237480164, 0.3739135265350342, 139.92715740203857)",10921,123908.0,696999.0,374285.0,505239.0,,,,,,0.4242979242979243,0.4181155553954447,0.3394409539648233,0.1532718574862335,0.1068376068376068,,,,,,0.119047619047619,0.2142857142857142,0.3333333333333333,0.1666666666666666,0.1666666666666666,,,,,,1.0,0.7323686442083122,0.4542202977919057,0.1393027519458801,0.0,,,,,,0.3076923076923077,0.2307692307692307,0.1538461538461538,0.1538461538461538,0.1538461538461538,,,,,,-0.7902328208316183,-1.350706772769251,-1.0668899752500645,-1.019342344450508,-1.0159972110855913,,,,,
NZ_CP016779,"Candidatus Nanopelagicus abundans isolate MMS-IIB-91 chromosome, complete genome.","Bacteria, Actinobacteria, Candidatus Nanopelagicales, Candidatus Nanopelagicus","(1161671.0, 112.0)","(1535.0, 1860.0)",,,1161863,0.4021842506388446,"(152.6792984008789, 0.35733819007873535, 172.58261156082153)",1145698,1001880.0,199571.0,395465.0,695713.0,,,,,,0.7910757862289796,0.2682514146437961,0.2622592928035855,0.1176622503797726,0.0422575471043537,,,,,,0.625,0.0625,0.0625,0.125,0.125,,,,,,0.9982273586869388,0.6797542439313885,0.5992778784107567,0.1654867511393178,0.001772641313061,,,,,,0.75,0.125,0.125,0.0,0.0,,,,,,1.0193713817967156,-1.0240431866680746,-1.0657360392882973,-1.0451041398872016,-1.0327974633209758,,,,,
NC_017359,Helicobacter pylori Sat464 chromosome,"Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Helicobacteraceae, Helicobacter","(1477993.0, 1478143.0)","(1476405.0, 1476624.0)",,,1560342,0.3911738580388145,"(164.75929617881775, 0.3998985290527344, 179.34350609779358)",1471188,1020130.0,866811.0,1324541.0,125397.0,534930.0,,,,,0.3964398028366192,0.3914272715082984,0.2560889256436368,0.2402159097706209,0.2087501844426128,0.1770041526965811,,,,,0.4736842105263157,0.3157894736842105,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0526315789473684,,,,,0.5727780551263991,0.5727780551263991,0.5727780551263991,0.5727780551263991,0.3593332600947558,0.3593332600947558,,,,,0.1428571428571428,0.1428571428571428,0.2857142857142857,0.0952380952380952,0.2142857142857142,0.119047619047619,,,,,-0.968480288280234,-1.0340330357507534,-1.084299835071989,-1.187857222191817,-1.0280909501152573,-1.063859226359939,,,,
NZ_CP016028,"Lactobacillus curvatus strain FBA2, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus","(102546.0, 103117.0)","(101017.0, 101198.0)",,,1848756,0.4208689518789932,"(232.68620800971985, 0.5535285472869873, 259.5500679016113)",88184,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,0.9999320490793896,,,,,,,,,
NC_012815,Bifidobacterium animalis subsp. lactis DSM 10140,"Bacteria, Actinobacteria, Actinobacteridae, Bifidobacteriales, Bifidobacteriaceae, Bifidobacterium","(1938270.0, 133.0)","(1886.0, 2488.0)",,,1938483,0.6048203672665687,"(271.24926257133484, 0.503028154373169, 303.4516272544861)",3738,530645.0,,,,,,,,,0.8535232523992548,0.1464767476007453,,,,,,,,,0.5625,0.4375,,,,,,,,,0.998069757197764,0.001930242802236,,,,,,,,,1.0,0.0,,,,,,,,,1.0002598870076769,-1.0151991446462896,,,,,,,,
NC_022584,Streptococcus sp. I-G2,"Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus","(1521541.0, 1521700.0)","(1519921.0, 1520169.0)",,,1992567,0.4212234770524655,"(251.147873878479, 0.7295196056365967, 276.9095377922058)",1525813,514312.0,,,,,,,,,0.9188077496288664,0.0811922503711336,,,,,,,,,0.9,0.1,,,,,,,,,0.999280391743742,0.0007196082562579,,,,,,,,,0.8571428571428571,0.1428571428571428,,,,,,,,,1.0444127197620796,-1.0212039181341206,,,,,,,,
NC_012891,Streptococcus dysgalactiae subsp. equisimilis GGS_124 chromosome 1,"Bacteria, Firmicutes, Lactobacillales, Streptococcaceae, Streptococcus","(2106332.0, 224.0)","(1581.0, 1733.0)",,,2106340,0.3957713379606331,"(273.5137062072754, 0.6225309371948242, 302.91172313690186)",2104356,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,0.9999320490793896,,,,,,,,,
NZ_CP006819,"Streptococcus thermophilus ASCC 1275, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus","(191509.0, 191662.0)","(189906.0, 190143.0)",,,1845495,0.3905889747737057,"(201.05356693267822, 0.4758570194244385, 218.0627019405365)",190843,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,0.9999320490793896,,,,,,,,,
NZ_CP016391,"Streptococcus agalactiae strain FWL1402, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus","(2090270.0, 185.0)","(1548.0, 1701.0)",,,2090292,0.3543791967820763,"(232.04806065559387, 0.6463150978088379, 253.32918167114258)",1116,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,0.9999320490793896,,,,,,,,,
NZ_AP014596,"Streptococcus pyogenes DNA, complete genome, strain: M3-b.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus","(1893821.0, 231.0)","(1588.0, 1741.0)",,,1893821,0.3854376944811574,"(232.19005632400513, 0.429516077041626, 258.34924602508545)",5091,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,0.9999320490793896,,,,,,,,,
NC_022239,Streptococcus anginosus C238,"Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, Streptococcus anginosus group","(2233637.0, 224.0)","(1569.0, 1724.0)",,,2233640,0.3823440661879264,"(275.13877058029175, 0.5380454063415527, 306.5648992061615)",2798,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,0.9999320490793896,,,,,,,,,
NC_010742,Brucella abortus S19 chromosome 1,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Brucellaceae, Brucella","(2008805.0, 2009256.0)",,,,2122487,0.5715888954796896,"(221.54839754104614, 0.5017235279083252, 243.87830638885498)",2007364,45289.0,1614799.0,,,,,,,,0.5506356257681279,0.5202348337430015,0.2089318329236651,,,,,,,,0.5625,0.0625,0.375,,,,,,,,0.8394068773043835,0.9982045012290044,0.0017954987709954,,,,,,,,0.25,0.25,0.5,,,,,,,,-0.6293393885425482,-0.9997145554482528,-1.0224122320736069,,,,,,,
NZ_AP012323,"Bifidobacterium bifidum ATCC 29521 = JCM 1255 = DSM 20456 DNA, complete genome.","Bacteria, Actinobacteria, Bifidobacteriales, Bifidobacteriaceae, Bifidobacterium","(2210688.0, 2211039.0)","(1591.0, 2191.0)",,,2211039,0.6266488288989928,"(248.87580132484436, 0.546194314956665, 274.3382432460785)",2210284,217167.0,1801085.0,625940.0,1390350.0,837935.0,1145282.0,,,,0.636935369999789,0.3410084329424315,0.3063373374978307,0.1903136036589558,0.1513513914323232,0.1204052806247741,0.0136393426438892,,,,0.36,0.12,0.12,0.12,0.2,0.04,0.04,,,,0.9990819720683324,0.7995770229652255,0.6155637366314233,0.4164580523561779,0.2306058984349006,0.2177675660122535,0.0009180279316676,,,,0.5517241379310345,0.1034482758620689,0.1034482758620689,0.1034482758620689,0.1034482758620689,0.0344827586206896,0.0,,,,1.4937745346809264,-1.034340992337648,-1.0247253651708244,-1.0553186644772137,-1.000337512830641,-1.0128657930241909,-1.0042698731284228,,,
NZ_CP014341,"Corynebacterium pseudotuberculosis strain E55, complete genome.","Bacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium","(2334407.0, 2335383.0)","(1813.0, 2052.0)",,,2335383,0.5217889314086811,"(233.53977465629578, 0.5085816383361816, 263.92163586616516)",2334310,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,0.9999320490793896,,,,,,,,,
NZ_AP014680,"Lactobacillus hokkaidonensis DNA, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus","(2277854.0, 317.0)","(1677.0, 1851.0)",,,2277985,0.381203124691339,"(253.0148482322693, 0.4855842590332031, 281.2691788673401)",2277960,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,0.9999320490793896,,,,,,,,,
NZ_CP017711,"Corynebacterium pseudotuberculosis strain MEX1, complete genome.","Bacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium","(2336115.0, 2337090.0)","(1813.0, 2052.0)",,,2337090,0.5218113123585313,"(185.68344020843506, 0.4253671169281006, 214.3908998966217)",2336017,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,0.9999320490793896,,,,,,,,,
NZ_CP020356,"Corynebacterium pseudotuberculosis strain SigmaE chromosome, complete genome.","Bacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium","(2338280.0, 2339255.0)","(1813.0, 2051.0)",,,2339255,0.5219354025106284,"(218.14518189430237, 0.4989781379699707, 244.5031397342682)",2763,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,0.9999320490793896,,,,,,,,,
NC_020564,Staphylococcus aureus subsp. aureus ST228 complete genome,"Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcus","(2758531.0, 516.0)","(1879.0, 2155.0)",,,2759512,0.3285109831013599,"(301.59259486198425, 0.5071883201599121, 331.7162368297577)",12965,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,0.9999320490793896,,,,,,,,,
NC_020557,Listeria monocytogenes La111 complete genome,"Bacteria, Firmicutes, Bacilli, Bacillales, Listeriaceae, Listeria","(2776331.0, 317.0)","(1674.0, 1866.0)",,,2776517,0.3811098581424136,"(301.702290058136, 0.7104625701904297, 335.75083565711975)",2775536,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,0.9999320490793896,,,,,,,,,
NZ_CP014113,"Staphylococcus saprophyticus strain FDAARGOS_168, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus","(495689.0, 495935.0)","(493590.0, 494320.0)",,,2583619,0.3329612454467938,"(289.4070677757263, 0.5452766418457031, 321.35374188423157)",515534,1370411.0,,,,,,,,,0.8505151069434014,0.1494848930565986,,,,,,,,,0.875,0.125,,,,,,,,,0.9991259659914944,0.0008740340085056,,,,,,,,,0.6774193548387096,0.3225806451612903,,,,,,,,,1.0523269222521874,-1.0042197620214504,,,,,,,,
NC_022442,Staphylococcus aureus subsp. aureus SA957,"Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcus","(2789326.0, 516.0)","(1879.0, 2155.0)",,,2789538,0.3285268026461729,"(314.75379633903503, 0.647559404373169, 348.19205594062805)",28405,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,0.9999320490793896,,,,,,,,,
NZ_CP013953,"Staphylococcus aureus strain NCCP14558, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus","(2954934.0, 516.0)","(1879.0, 2155.0)",,,2955147,0.3295978169613897,"(296.8025116920471, 0.5982382297515869, 331.63443541526794)",9400,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,0.9999320490793896,,,,,,,,,
NZ_CP014623,"Lactobacillus backii strain TMW 1.1988 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus","(2210265.0, 2210793.0)","(2208730.0, 2208899.0)",,,2558858,0.4088351131637629,"(247.08924198150635, 0.6325747966766357, 275.7327265739441)",2208647,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,0.9999320490793896,,,,,,,,,
NZ_CP014998,"Corynebacterium pseudotuberculosis strain Cp13, complete genome.","Bacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium","(2341262.0, 2342237.0)","(1813.0, 2052.0)",,,2342237,0.5215949538838298,"(220.15931630134583, 0.5457398891448975, 249.06699013710022)",2341164,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,0.9999320490793896,,,,,,,,,
NZ_CP014890,"Lactobacillus backii strain TMW 1.1992 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus","(2196648.0, 2197176.0)","(2195113.0, 2195282.0)",,,2548351,0.4090417685789752,"(238.00711822509766, 0.39417052268981934, 266.43440556526184)",2195039,815.0,226061.0,,,,,,,,0.6777713273573528,0.3812294624875743,0.0712865442570546,,,,,,,,0.4736842105263157,0.4736842105263157,0.0526315789473684,,,,,,,,0.9996297715457426,0.390004176936407,0.0012280538237954,,,,,,,,0.56,0.28,0.16,,,,,,,,1.4670195914714474,-1.145019053272649,-1.014665962063419,,,,,,,
NZ_CP010309,"Staphylococcus schleiferi strain 2317-03, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus","(2582396.0, 2582931.0)","(1345.0, 1518.0)",,,2582931,0.3584478253580913,"(209.44111514091492, 0.6242544651031494, 242.6646523475647)",2579345,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,0.9999320490793896,,,,,,,,,
NZ_CP018486,Brucella melitensis strain BwIM_IRN_37 chromosome 1,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales,Brucellaceae, Brucella","(2126148.0, 633.0)",,,,2126353,0.5715038848206295,"(158.72676849365234, 0.5143799781799316, 180.29605078697205)",2010949,45289.0,1619068.0,,,,,,,,0.5503895285971667,0.5202343186644144,0.2089323480022522,,,,,,,,0.5625,0.0625,0.375,,,,,,,,0.8386685857915002,0.9982029559932432,0.0017970440067567,,,,,,,,0.25,0.25,0.5,,,,,,,,-0.6302533810788598,-0.9997234482579858,-1.0224076367309474,,,,,,,
NZ_CP014432,"Staphylococcus aureus strain USA300-SUR20, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus","(2915248.0, 543.0)","(1906.0, 2182.0)",,,2915434,0.3279151577432382,"(275.34365224838257, 0.5780916213989258, 307.9073371887207)",13131,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,0.9999320490793896,,,,,,,,,
NZ_CP019595,"Staphylococcus aureus strain GD1677 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus","(2813022.0, 516.0)","(1879.0, 2155.0)",,,2790204,0.3291895502981144,"(280.2658932209015, 0.6502611637115479, 315.16905903816223)",24455,2095641.0,,,,,,,,,0.7799656442521304,0.2200343557478696,,,,,,,,,0.7,0.3,,,,,,,,,0.9988712917307502,0.0011287082692498,,,,,,,,,0.6410256410256411,0.358974358974359,,,,,,,,,1.0060559072326276,-1.0578797018743282,,,,,,,,
NZ_CP020773,"Staphylococcus lutrae strain ATCC 700373 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus","(1309018.0, 1309562.0)","(1307499.0, 1307673.0)",,,2533115,0.3773093602145974,"(230.81048226356506, 0.6014301776885986, 264.0901417732239)",1306782,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,0.9999320490793896,,,,,,,,,
NC_017358,Helicobacter pylori Cuz20 chromosome,"Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Helicobacteraceae, Helicobacter","(1551983.0, 1552134.0)","(1550395.0, 1550614.0)",,,1635449,0.3886376157251006,"(94.82614731788635, 0.34914255142211914, 108.9778368473053)",1564576,214043.0,539172.0,1090197.0,789547.0,1389460.0,946414.0,,,,0.3780450269159577,0.299341323212254,0.2792795948171923,0.2436987365632482,0.2328962674274457,0.1781651722791108,0.1603654032299149,,,,0.4166666666666667,0.125,0.125,0.0833333333333333,0.1666666666666666,0.0416666666666666,0.0416666666666666,,,,0.6063573029700953,0.6063573029700953,0.6063573029700953,0.3653554689490039,0.3653554689490039,0.3653554689490039,0.4002362575780732,,,,0.1111111111111111,0.1481481481481481,0.2407407407407407,0.1666666666666666,0.1666666666666666,0.0925925925925925,0.074074074074074,,,,-1.024887870666448,-1.0056193385995875,-1.1013418142017466,-1.039536747080562,-1.0641224895911998,-1.113164535268667,-1.193767933604449,,,
