RefSeq,Organism,Lineage,DoriC_oriC_0,DoriC_oriC_1,DoriC_oriC_2,DoriC_oriC_3,Sequence_length,False_order,oriC_edges_0,oriC_middles_0,oriC_edges_1,oriC_middles_1,oriC_edges_2,oriC_middles_2,oriC_edges_3,oriC_middles_3,oriC_edges_4,oriC_middles_4,oriC_edges_5,oriC_middles_5,oriC_edges_6,oriC_middles_6,oriC_edges_7,oriC_middles_7,oriC_edges_8,oriC_middles_8,N_penalty,O_penalty,D_penalty
NZ_CP012678,"Psychrobacter urativorans strain R10.10B, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Psychrobacter","(1493592.0, 1494202.0)",,,,2802354,False,"(1519505, 1520005)",1519755,,,,,,,,,,,,,,,,,[0.0],0,[553080]
NZ_CP018630,"Clostridium chauvoei strain 12S0467, complete genome.","Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium","(2885090.0, 2885628.0)","(1360.0, 1616.0)",,,2885628,False,"(2885377, 250)",0,,,,,,,,,,,,,,,,,[0.0],200,[10]
NZ_CP014262,"Pseudomonas corrugata strain RM1-1-4, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas","(3552242.0, 3552805.0)",,,,6124363,False,"(3539818, 3540318)",3540068,,,,,,,,,,,,,,,,,[0.003037050547134453],0,[160010]
NZ_CP011254,"Serratia fonticola strain DSM 4576, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Yersiniaceae, Serratia","(1753775.0, 1754155.0)",,,,6000511,False,"(1752243, 1752743)",1752493,"(6000218, 206)",6000468.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[670, 130800]"
NZ_LT853882,"Xanthomonas fragariae isolate PD8851 genome assembly, chromosome: 1.","Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Xanthomonas","(1330.0, 1605.0)",,,,4272102,False,"(4077135, 4077635)",4077385,,,,,,,,,,,,,,,,,[0.0],0,[191320]
NZ_CP022121,"Dehalobacterium formicoaceticum strain DMC chromosome, complete genome.","Bacteria, Firmicutes, Clostridia, Clostridiales, Peptococcaceae, Dehalobacterium","(704366.0, 704720.0)","(702750.0, 702994.0)",,,3766545,False,"(702007, 702507)",702257,,,,,,,,,,,,,,,,,[0.0],0,[42530]
NZ_CP012294,"Pediococcus damnosus strain TMW 2.1536 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Pediococcus","(955891.0, 956447.0)",,,,2125430,False,"(957377, 957877)",957627,,,,,,,,,,,,,,,,,[0.0],0,[24720]
NZ_CP014872,"Lactobacillus lindneri strain TMW 1.1993 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus","(315105.0, 315593.0)","(313558.0, 313760.0)",,,1389742,False,"(313995, 314495)",314245,,,,,,,,,,,,,,,,,[0.0],0,[25490]
NC_019693,Oscillatoria acuminata PCC 6304 chromosome,"Bacteria, Cyanobacteria, Oscillatoriales, Oscillatoria","(1574.0, 1943.0)",,,,7689443,False,"(7510060, 7510560)",7510310,,,,,,,,,,,,,,,,,[0.0],0,[560]
NZ_CP016878,"Xanthomonas hortorum strain B07-007 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Xanthomonas","(3587393.0, 3588119.0)",,,,5175249,False,"(3452273, 3452773)",3452523,"(5175058, 310)",60.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[6880, 1170]"
NC_007759,Syntrophus aciditrophicus SB,"Bacteria, Proteobacteria, Deltaproteobacteria, Syntrophobacterales, Syntrophaceae, Syntrophus","(1529.0, 1698.0)",,,,3179300,False,"(819447, 819947)",819697,,,,,,,,,,,,,,,,,[0.0],0,[511580]
NZ_CP016312,"Thermus brockianus strain GE-1, complete genome.","Bacteria, Deinococcus-Thermus, Deinococci, Thermales, Thermaceae, Thermus","(1065331.0, 1065631.0)",,,,2035182,False,"(1080999, 1081499)",1081249,"(2035151, 470)",220.0,,,,,,,,,,,,,,,"[0.0, 0.0]",300,"[920, 327460]"
NZ_LT907975,"Desulfovibrio profundus strain 500-1 genome assembly, chromosome: DPRO.","Bacteria, Proteobacteria, Deltaproteobacteria, Desulfovibrionales, Desulfovibrionaceae","(4168478.0, 179.0)",,,,4168905,False,"(1985471, 1985971)",1985721,"(173, 673)",423.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[60990, 7210]"
NZ_CP010028,"Deinococcus swuensis strain DY59, complete genome.","Bacteria, Deinococcus-Thermus, Deinococci, Deinococcales, Deinococcaceae, Deinococcus","(1472.0, 1919.0)",,,,3531443,False,"(3525497, 3525997)",3525747,"(1163694, 1164194)",1163944.0,"(1694760, 1695260)",1695010.0,"(418411, 418911)",418661.0,,,,,,,,,,,"[0.0, 0.0, 0.0, 0.0]",0,"[68120, 322620, 439510, 476420]"
NC_017448,Fibrobacter succinogenes subsp. succinogenes S85 chromosome,"Bacteria, Fibrobacteres, Fibrobacterales, Fibrobacteraceae, Fibrobacter","(2184267.0, 2184945.0)",,,,3843004,False,"(2206295, 2206795)",2206545,,,,,,,,,,,,,,,,,[0.0],0,[107610]
NZ_CP008802,"Actinotignum schaalii strain CCUG 27420 chromosome, complete genome.","Bacteria, Actinobacteria, Actinomycetales, Actinomycetaceae, Actinotignum","(1532780.0, 1533489.0)","(1530595.0, 1531075.0)",,,2159306,True,"(1286700, 1287200)",1286950,"(2130458, 2130958)",2130708.0,"(1162, 1662)",1412.0,"(1778409, 1778909)",1778659.0,"(1580736, 1581236)",1580986.0,"(695184, 695684)",695434.0,"(1088859, 1089359)",1089109.0,,,,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,"[583710, 114610, 383160, 509020, 567910, 16480, 376380]"
NZ_CP011503,Burkholderia pyrrocinia strain DSM 10685 chromosome 1,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales,Burkholderiaceae, Burkholderia, Burkholderia cepacia complex","(1337267.0, 1338223.0)",,,,3584103,False,"(1381494, 1381994)",1381744,,,,,,,,,,,,,,,,,[0.0],0,[109740]
NZ_CP021047,Phaeobacter gallaeciensis strain P128 chromosome,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales,Rhodobacteraceae, Phaeobacter","(3572392.0, 3572796.0)",,,,3707098,False,"(3580499, 3580999)",3580749,,,,,,,,,,,,,,,,,[0.0],0,[163290]
NZ_CP018199,"Staphylococcus succinus strain 14BME20 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus","(1961930.0, 1962170.0)","(1959851.0, 1960570.0)",,,2745675,False,"(1982336, 1982836)",1982586,"(2729501, 2730001)",2729751.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[440930, 398250]"
NC_022549,complete chromosome Acholeplasma brassicae,"Bacteria, Tenericutes, Mollicutes, Acholeplasmatales, Acholeplasmataceae, Acholeplasma","(1877514.0, 75.0)",,,,1877792,False,"(1877712, 421)",171,,,,,,,,,,,,,,,,,[0.0],200,[6890]
NZ_CP018776,"Staphylococcus condimenti strain StO 2014-01 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus","(2665507.0, 497.0)","(1860.0, 2113.0)",,,2665650,False,"(2645537, 2646037)",2645787,,,,,,,,,,,,,,,,,[0.0],0,[399830]
NZ_LT906447,"Staphylococcus piscifermentans strain NCTC13836 genome assembly, chromosome: 1.","Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus","(2612630.0, 2613271.0)","(1363.0, 1620.0)",,,2613271,False,"(2608923, 2609423)",2609173,,,,,,,,,,,,,,,,,[0.0],0,[82020]
NZ_CP012507,"Kocuria palustris strain MU14/1, complete genome.","Bacteria, Actinobacteria, Micrococcales, Micrococcaceae, Kocuria","(1705.0, 2425.0)",,,,2854447,False,"(2851536, 2852036)",2851786,,,,,,,,,,,,,,,,,[0.0],0,[4950]
NZ_CP024962,"Entomoplasma freundtii strain BARC 318 chromosome, complete genome.","Bacteria, Tenericutes, Mollicutes, Entomoplasmatales, Entomoplasmataceae, Entomoplasma","(837310.0, 838114.0)",,,,838114,True,"(7166, 7666)",7416,"(644770, 645270)",645020.0,"(516494, 516994)",516744.0,,,,,,,,,,,,,"[0.0, 0.0, 0.0]",0,"[368810, 150030, 445710]"
NZ_CP018420,"Pseudomonas veronii strain R02 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas","(6852225.0, 6852809.0)",,,,6852809,False,"(6841484, 6841984)",6841734,,,,,,,,,,,,,,,,,[0.0],0,[381460]
NZ_CP024159,"Pseudomonas mosselii strain PtA1 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas","(5741684.0, 99.0)",,,,5742165,False,"(4717564, 4718064)",4717814,,,,,,,,,,,,,,,,,[0.0],0,[158880]
NZ_CP024964,"Entomoplasma melaleucae strain M1 chromosome, complete genome.","Bacteria, Tenericutes, Mollicutes, Entomoplasmatales, Entomoplasmataceae, Entomoplasma","(844994.0, 845295.0)",,,,845295,False,"(844882, 86)",845132,"(341613, 342113)",341863.0,,,,,,,,,,,,,,,"[0.0, 0.0]",200,"[3020, 2940]"
NZ_CP023668,"Mesoplasma lactucae ATCC 49193 strain 831-C4 chromosome, complete genome.","Bacteria, Tenericutes, Mollicutes, Entomoplasmatales, Entomoplasmataceae, Mesoplasma","(710911.0, 711259.0)",,,,837471,False,"(716839, 717339)",717089,,,,,,,,,,,,,,,,,[0.0],200,[118180]
NZ_CP019240,"Rhodoferax antarcticus strain DSM 24876, complete genome.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Rhodoferax","(693709.0, 694114.0)",,,,3916274,False,"(3522469, 3522969)",3522719,,,,,,,,,,,,,,,,,[0.0],0,[109940]
NZ_CP011530,Mycobacterium immunogenum strain CCUG 47286,"Bacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae,Mycobacterium","(5573659.0, 5573781.0)",,,,5573781,False,"(5573388, 106)",5573638,,,,,,,,,,,,,,,,,[0.0],0,[490]
NZ_CP013990,Leclercia adecarboxylata strain USDA-ARS-USMARC-60222,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales,Enterobacteriaceae, Leclercia","(4154.0, 4526.0)",,,,4803917,False,"(25273, 25773)",25523,,,,,,,,,,,,,,,,,[0.0],300,[451180]
NZ_CP009687,"Clostridium aceticum strain DSM 1496, complete genome.","Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium","(4200808.0, 100.0)","(1442.0, 1690.0)",,,4201318,False,"(4200863, 44)",4201113,,,,,,,,,,,,,,,,,[0.0],200,[4000]
NC_005070,Synechococcus sp. WH 8102,"Bacteria, Cyanobacteria, Chroococcales, Synechococcus","(2434168.0, 173.0)",,,,2434428,False,"(323, 823)",573,,,,,,,,,,,,,,,,,[0.0],300,[2470]
NZ_CP012908,Ketogulonicigenium vulgare strain Hbe602,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales,Rhodobacteraceae, Ketogulonicigenium","(2765502.0, 281.0)",,,,2765686,False,"(2752548, 2753048)",2752798,,,,,,,,,,,,,,,,,[0.0],0,[241630]
NZ_CP018820,"Sphingomonas koreensis strain ABOJV chromosome, complete genome.","Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas","(736527.0, 736847.0)",,,,4508286,True,"(720200, 720700)",720450,"(1240673, 1241173)",1240923.0,"(2425670, 2426170)",2425920.0,,,,,,,,,,,,,"[0.0, 0.0, 0.0]",0,"[28790, 110390, 326720]"
NZ_CP013481,"Pandoraea apista strain DSM 16535, complete genome.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Pandoraea","(74679.0, 76704.0)",,,,5493967,False,"(14313, 14813)",14563,"(982124, 982624)",982374.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[108300, 46580]"
NZ_CP013480,Pandoraea norimbergensis strain DSM 11628,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales,Burkholderiaceae, Pandoraea","(6166560.0, 6167370.0)",,,,6167370,False,"(6150822, 6151322)",6151072,"(14263, 14763)",14513.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[114220, 501980]"
NC_023018,Pandoraea sp. RB-44 genome,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Pandoraea","(2300109.0, 2300924.0)",,,,5385946,False,"(5370998, 5371498)",5371248,,,,,,,,,,,,,,,,,[0.0],0,[111530]
NZ_CP010310,"Pandoraea pulmonicola strain DSM 16583, complete genome.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Pandoraea","(5866807.0, 5867621.0)",,,,5867621,False,"(5852030, 5852530)",5852280,,,,,,,,,,,,,,,,,[0.0],0,[101610]
NZ_LT906435,"Pandoraea sputorum strain NCTC13161 genome assembly, chromosome: 1.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Pandoraea","(5666406.0, 5669268.0)",,,,5743123,False,"(5726593, 5727093)",5726843,,,,,,,,,,,,,,,,,[0.0],0,[113780]
NZ_CP020472,"Shewanella japonica strain KCTC 22435 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Shewanellaceae, Shewanella","(4975536.0, 306.0)",,,,4975677,False,"(4960384, 4960884)",4960634,,,,,,,,,,,,,,,,,[0.0],0,[111410]
NC_010170,Bordetella petrii,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, Bordetella","(5244158.0, 5244949.0)",,,,5287950,False,"(5277698, 5278198)",5277948,"(2120844, 2121344)",2121094.0,"(1565175, 1565675)",1565425.0,,,,,,,,,,,,,"[0.0, 0.0, 0.0]",0,"[55850, 144060, 301260]"
NZ_CP013450,Burkholderia cenocepacia strain MSMB384WGS chromosome 1,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales,Burkholderiaceae, Burkholderia, Burkholderia cepacia complex","(22802.0, 23786.0)",,,,3588848,False,"(67653, 68153)",67903,,,,,,,,,,,,,,,,,[0.0],0,[110220]
NC_009943,Candidatus Desulfococcus oleovorans Hxd3,"Bacteria, Proteobacteria, Deltaproteobacteria, Desulfobacterales, Desulfobacteraceae, Desulfococcus","(3943061.0, 49.0)",,,,3944167,False,"(120462, 120962)",120712,"(3932322, 3932822)",3932572.0,"(3584445, 3584945)",3584695.0,"(491984, 492484)",492234.0,,,,,,,,,,,"[0.0, 0.0, 0.0, 0.0]",0,"[353080, 212190, 77620, 33540]"
NZ_CP018839,"Thauera chlorobenzoica strain 3CB1 chromosome, complete genome.","Bacteria, Proteobacteria, Betaproteobacteria, Rhodocyclales, Zoogloeaceae, Thauera","(3708570.0, 3708970.0)",,,,3735506,False,"(62940, 63440)",63190,"(3035204, 3035704)",3035454.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[1390, 156460]"
NC_018267,Wolbachia endosymbiont of Onchocerca ochengi,"Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Anaplasmataceae, Wolbachieae, Wolbachia","(374795.0, 375254.0)",,,,957990,True,"(952695, 953195)",952945,"(347469, 347969)",347719.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[100710, 577900]"
NZ_CP010799,"Ralstonia mannitolilytica strain SN82F48 chromosome 1, complete sequence.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Ralstonia","(747200.0, 747829.0)",,,,3503899,True,"(1713640, 1714140)",1713890,"(3187059, 3187559)",3187309.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[457870, 76050]"
NC_014315,Nitrosococcus watsoni C-113 chromosome,"Bacteria, Proteobacteria, Gammaproteobacteria, Chromatiales, Chromatiaceae, Nitrosococcus","(1492.0, 2045.0)",,,,3328570,False,"(3326706, 3327206)",3326956,,,,,,,,,,,,,,,,,[0.0],0,[26300]
NC_007777,Frankia sp. CcI3,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Frankineae, Frankiaceae, Frankia","(1724.0, 2487.0)",,,,5433628,False,"(17221, 17721)",17471,,,,,,,,,,,,,,,,,[0.0],0,[360250]
NZ_CP015880,"Ensifer adhaerens strain Casida A chromosome, complete genome.","Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Sinorhizobium/Ensifer group, Ensifer","(3667197.0, 3667603.0)",,,,4071185,False,"(2982749, 2983249)",2982999,,,,,,,,,,,,,,,,,[0.0],0,[411600]
NZ_AP017655,"Sphingobium cloacae DNA, complete genome, strain: JCM 10874.","Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingobium","(2493014.0, 2493299.0)",,,,3767292,False,"(3105940, 3106440)",3106190,"(2136446, 2136946)",2136696.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[23260, 196690]"
NZ_CP022745,"Sphingobium sp. C1 chromosome 1, complete sequence.","Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingobium","(1173822.0, 1174110.0)",,,,3058963,False,"(346778, 347278)",347028,"(3043482, 3043982)",3043732.0,"(2621037, 2621537)",2621287.0,,,,,,,,,,,,,"[0.0, 0.0, 0.0]",0,"[55940, 99970, 111070]"
NC_012440,Persephonella marina EX-H1,"Bacteria, Aquificae, Aquificales, Hydrogenothermaceae, Persephonella","(6518.0, 7011.0)",,,,1930284,True,"(1913263, 1913763)",1913513,"(1289080, 1289580)",1289330.0,"(1106586, 1107086)",1106836.0,,,,,,,,,,,,,"[0.0, 0.0, 0.0]",0,"[514590, 486980, 314960]"
NZ_CP023536,"Providencia alcalifaciens strain FDAARGOS_408 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Morganellaceae, Providencia","(1039788.0, 1040141.0)",,,,3990106,False,"(983919, 984419)",984169,,,,,,,,,,,,,,,,,[0.0],0,[77640]
NZ_CP014163,"Aerococcus urinaehominis strain CCUG42038B, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Aerococcaceae, Aerococcus","(1036243.0, 1036758.0)","(1034721.0, 1034895.0)",,,1831400,False,"(1029556, 1030056)",1029806,"(1831212, 313)",63.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[3800, 16130]"
NZ_CP007810,"Xanthomonas oryzae pv. oryzicola strain YM15, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Xanthomonas","(4269542.0, 4270618.0)",,,,4430829,False,"(31051, 31551)",31301,,,,,,,,,,,,,,,,,[0.0010381804398228865],0,[153800]
NC_021252,Amycolatopsis orientalis HCCB10007,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Pseudonocardineae, Pseudonocardiaceae, Amycolatopsis","(1636.0, 2535.0)",,,,8948591,False,"(8771353, 8771853)",8771603,,,,,,,,,,,,,,,,,[0.0],200,[328270]
NC_018420,Secondary endosymbiont of Heteropsylla cubana chromosome,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, aphid secondary symbionts","(321156.0, 321796.0)","(317059.0, 319193.0)",,,1121596,False,"(288029, 288529)",288279,,,,,,,,,,,,,,,,,[0.0],0,[416320]
NZ_CP011545,"Corynebacterium testudinoris strain DSM 44614, complete genome.","Bacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium","(2720504.0, 108.0)","(1636.0, 2142.0)",,,2721226,False,"(824, 1324)",1074,"(974690, 975190)",974940.0,"(484043, 484543)",484293.0,,,,,,,,,,,,,"[0.0, 0.0, 0.0]",0,"[318510, 33800, 207590]"
NZ_CP014635,"Corynebacterium simulans strain Wattiau, complete genome.","Bacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium","(1559865.0, 1560481.0)","(1557763.0, 1558307.0)",,,2598702,False,"(1569009, 1569509)",1569259,"(1080160, 1080660)",1080410.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[332220, 365260]"
NC_013456,Vibrio sp. Ex25 chromosome 1,"Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio","(427440.0, 427916.0)",,,,3259580,False,"(412453, 412953)",412703,,,,,,,,,,,,,,,,,[0.0],0,[350230]
NZ_CP011030,"Pseudoalteromonas issachenkonii strain KMM 3549 chromosome 1, complete sequence.","Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Pseudoalteromonadaceae, Pseudoalteromonas","(3393894.0, 3394321.0)",,,,3403660,False,"(3393280, 3393780)",3393530,,,,,,,,,,,,,,,,,[0.0],0,[81670]
NZ_CP020773,"Staphylococcus lutrae strain ATCC 700373 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus","(1309018.0, 1309562.0)","(1307499.0, 1307673.0)",,,2533115,False,"(1306439, 1306939)",1306689,,,,,,,,,,,,,,,,,[0.0],0,[52990]
NC_008576,Magnetococcus sp. MC-1,"Bacteria, Proteobacteria, Magnetococcus","(26702.0, 27099.0)",,,,4719581,False,"(4717522, 4718022)",4717772,,,,,,,,,,,,,,,,,[0.0],0,[27920]
NZ_LT906467,"Corynebacterium imitans strain NCTC13015 genome assembly, chromosome: 1.","Bacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium","(83650.0, 84334.0)","(81159.0, 81975.0)",,,2565606,False,"(102971, 103471)",103221,,,,,,,,,,,,,,,,,[0.0],0,[338660]
NZ_CP021358,"Kushneria marisflavi strain SW32, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Oceanospirillales, Halomonadaceae, Kushneria","(2125765.0, 2126096.0)",,,,3667185,False,"(2089206, 2089706)",2089456,,,,,,,,,,,,,,,,,[0.0],300,[21370]
NC_015152,Spirochaeta sp. Buddy chromosome,"Bacteria, Spirochaetes, Spirochaetales, Spirochaetaceae, Spirochaeta","(1512.0, 1727.0)",,,,3316466,False,"(3316187, 220)",3316437,,,,,,,,,,,,,,,,,[0.0],300,[310]
NC_016633,Sphaerochaeta pleomorpha str. Grapes chromosome,"Bacteria, Spirochaetes, Spirochaetales, Sphaerochaeta","(2116336.0, 2116549.0)",,,,3590853,False,"(6040, 6540)",6290,,,,,,,,,,,,,,,,,[0.0],200,[112610]
NZ_CP017075,"Novosphingobium resinovorum strain SA1, complete genome.","Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Novosphingobium","(2907814.0, 2908159.0)",,,,3778345,False,"(2928516, 2929016)",2928766,,,,,,,,,,,,,,,,,[0.0],0,[310430]
NZ_CP023525,"Cedecea neteri strain FDAARGOS_392 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Cedecea","(5039096.0, 5039465.0)",,,,5214802,False,"(5066971, 5067471)",5067221,,,,,,,,,,,,,,,,,[0.0],0,[536230]
NZ_LT906446,"Megamonas hypermegale strain NCTC10570 genome assembly, chromosome: 1.","Bacteria, Firmicutes, Negativicutes, Selenomonadales, Selenomonadaceae, Megamonas","(1934045.0, 1934300.0)",,,,2230342,False,"(1933181, 1933681)",1933431,,,,,,,,,,,,,,,,,[0.0],0,[48130]
NZ_CP013232,"Collimonas fungivorans strain Ter6, complete genome.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Oxalobacteraceae, Collimonas","(5500094.0, 5500619.0)",,,,5599729,True,"(33979, 34479)",34229,"(2657, 3157)",2907.0,"(996026, 996526)",996276.0,"(5568848, 5569348)",5569098.0,,,,,,,,,,,"[0.0, 0.0, 0.0, 0.0]",0,"[239690, 195430, 388970, 431030]"
NZ_CP016278,Diaphorobacter polyhydroxybutyrativorans strain SL-205 chromosome,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Diaphorobacter","(3217448.0, 3217785.0)",,,,4061276,False,"(3214341, 3214841)",3214591,,,,,,,,,,,,,,,,,[0.0],0,[74350]
NC_007481,Pseudoalteromonas haloplanktis TAC125 chromosome 1,"Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Pseudoalteromonadaceae, Pseudoalteromonas","(3208603.0, 3209028.0)",,,,3214944,True,"(3185491, 3185991)",3185741,"(4904, 5404)",5154.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[522680, 164430]"
NC_005042,Prochlorococcus marinus subsp. marinus str. CCMP1375,"Bacteria, Cyanobacteria, Prochlorales, Prochlorococcaceae, Prochlorococcus","(1750905.0, 173.0)",,,,1751080,False,"(1750860, 281)",31,,,,,,,,,,,,,,,,,[0.0],300,[610]
NC_003910,Colwellia psychrerythraea 34H,"Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Colwelliaceae, Colwellia","(5367414.0, 5367871.0)",,,,5373180,False,"(5369176, 5369676)",5369426,,,,,,,,,,,,,,,,,[0.0],0,[82100]
NZ_CP022115,Laribacter hongkongensis strain HLGZ1 chromosome,"Bacteria, Proteobacteria, Betaproteobacteria, Neisseriales,Chromobacteriaceae, Laribacter","(12659.0, 13268.0)",,,,3424272,False,"(4233, 4733)",4483,"(1500843, 1501343)",1501093.0,"(2759907, 2760407)",2760157.0,,,,,,,,,,,,,"[0.0, 0.0, 0.0]",0,"[89650, 515800, 396260]"
