RefSeq,Organism,Sequence_length,Penalties,False_order,oriC_edges_0,oriC_middles_0,oriC_edges_1,oriC_middles_1,oriC_edges_2,oriC_middles_2,oriC_edges_3,oriC_middles_3,oriC_edges_4,oriC_middles_4,oriC_edges_5,oriC_middles_5,oriC_edges_6,oriC_middles_6,oriC_edges_7,oriC_middles_7,oriC_edges_8,oriC_middles_8,oriC_edges_9,oriC_middles_9
NZ_CP082363.1,"Bacillus badius strain NBPM-293 chromosome, complete genome",3868812,"([0.0], 0, [28680])",False,"(3867053, 3867553)",3867303,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LS483476.1,"Lederbergia lenta strain NCTC4824 chromosome 1, complete sequence",4384366,"([0.0], 0, [45630])",False,"(2032, 2532)",2282,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP073011.1,"Virgibacillus pantothenticus strain DSM 26 chromosome, complete genome",4761851,"([0.0], 0, [124010])",False,"(4755309, 4755809)",4755559,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP038012.1,"Sporosarcina pasteurii strain BNCC 337394 chromosome, complete genome",3253966,"([0.0], 0, [353350])",False,"(2811089, 2811589)",2811339,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP014616.1,"Sporosarcina psychrophila strain DSM 6497 chromosome, complete genome",4674191,"([0.0], 0, [417250])",False,"(20605, 21105)",20855,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP012024.1,"Bacillus smithii strain DSM 4216 chromosome 1, complete sequence",3368778,"([0.0], 0, [88770])",False,"(4136, 4636)",4386,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP017962.1,"Virgibacillus halodenitrificans strain PDB-F2 chromosome, complete genome",3869935,"([0.0], 0, [50840])",False,"(2292, 2792)",2542,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP079737.1,"Paraclostridium bifermentans strain DSM 14991 chromosome, complete genome",3304778,"([0.0], 200, [4650])",False,"(3304281, 2)",3304531,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP013239.1,"Clostridium butyricum strain CDC_51208 chromosome, complete genome",3809831,"([0.0], 0, [139500])",False,"(5751, 6251)",6001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LT906477.1,"Clostridium cochlearium strain NCTC13027 chromosome 1, complete sequence",2435419,"([0.0], 200, [2080])",False,"(2434711, 2435211)",2434961,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP076401.1,"Clostridioides difficile strain S-0253 chromosome, complete genome",4089134,"([0.0], 200, [1460])",False,"(4088943, 310)",60,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP020559.1,"Clostridium formicaceticum strain DSM 92 chromosome, complete genome",4586728,"([0.0], 200, [4050])",False,"(4586253, 24)",4586503,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LR590481.1,Hathewaya histolytica strain NCTC503 chromosome 1,2740791,"([0.0], 0, [256650])",False,"(12250, 12750)",12500,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP013019.1,"Clostridium pasteurianum strain M150B chromosome, complete genome",4351863,"([0.0], 0, [90500])",False,"(4251, 4751)",4501,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP075979.1,Clostridium perfringens strain CPI 18-6 chromosome,3260088,"([0.0], 0, [121150])",False,"(5725, 6225)",5975,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP023671.1,"Clostridium septicum strain DSM 7534 chromosome, complete genome",3399422,"([0.0], 200, [3350])",False,"(1726654, 1727154)",1726904,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP014150.1,"Paeniclostridium sordellii strain AM370 chromosome, complete genome",3550458,"([0.0], 200, [1500])",False,"(3550362, 405)",155,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP027563.1,"Weissella confusa strain VTT E-133279 chromosome, complete genome",2212145,"([0.0], 0, [390130])",False,"(19278, 19778)",19528,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP050262.1,"Lentilactobacillus hilgardii strain LMG 07934 chromosome, complete genome",2771862,"([0.0], 0, [43050])",False,"(2133, 2633)",2383,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP032757.1,"Lactiplantibacillus pentosus strain DSM 20314 chromosome, complete genome",3622107,"([0.0], 0, [108750])",False,"(3616608, 3617108)",3616858,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP030105.1,"Lactiplantibacillus plantarum strain SK151 chromosome, complete genome",3231249,"([0.0], 0, [46970])",False,"(2878564, 2879064)",2878814,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_014334.2,"Lacticaseibacillus paracasei, complete sequence",2861969,"([0.0], 0, [51360])",False,"(1879, 2379)",2129,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP046037.1,"Latilactobacillus sakei strain CBA3614 chromosome, complete genome",1944111,"([0.0], 0, [248840])",False,"(772546, 773046)",772796,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP044496.1,"Lactobacillus acetotolerans strain LA749 chromosome, complete genome",1683905,"([0.0], 0, [21210])",False,"(842, 1342)",1092,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP047141.1,"Ligilactobacillus animalis strain P38 chromosome, complete genome",1906794,"([0.0], 0, [14110])",False,"(1906664, 371)",121,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP023565.1,"Ligilactobacillus murinus strain CR147 chromosome, complete genome",2290452,"([0.0], 0, [181460])",False,"(1780760, 1781260)",1781010,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LT604074.1,Ligilactobacillus salivarius isolate LPM01 chromosome I,1788723,"([0.0], 0, [40490])",False,"(889915, 890415)",890165,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP045563.1,"Fructilactobacillus sanfranciscensis strain LS451 chromosome, complete genome",1310991,"([0.0], 0, [64670])",False,"(2963, 3463)",3213,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP045240.1,"Limosilactobacillus vaginalis strain LV515 chromosome, complete genome",1894710,"([0.0], 0, [62020])",False,"(2962, 3462)",3212,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LR134483.1,"Listeria grayi strain NCTC 10812 chromosome 1, complete sequence",2751104,"([0.0], 200, [26040])",False,"(852, 1352)",1102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP045743.1,"Listeria innocua strain CFSAN044836 chromosome, complete genome",2864595,"([0.0], 0, [24910])",False,"(997, 1497)",1247,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LT906444.1,"Listeria welshimeri strain NCTC11857 chromosome 1, complete sequence",2814137,"([0.0], 0, [82730])",False,"(2809751, 2810251)",2810001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LR134439.1,"Erysipelothrix rhusiopathiae strain NCTC8163 chromosome 1, complete sequence",1770411,"([0.0], 0, [369220])",False,"(107135, 107635)",107385,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP066049.1,"Actinomyces naeslundii strain FDAARGOS_1037 chromosome, complete genome",3152123,"([0.0, 0.0, 0.0], 0, [88440, 223810, 59410])",True,"(60443, 60943)",60693,"(355709, 356209)",355959,"(2321538, 2322038)",2321788,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LR134477.1,"Actinomyces viscosus strain NCTC10951 chromosome 1, complete sequence",3491241,"([0.0, 0.0, 0.0, 0.0, 0.0], 0, [359570, 10, 233190, 148880, 1430])",False,"(926593, 927093)",926843,"(1537372, 1537872)",1537622,"(2667242, 2667742)",2667492,"(2355071, 2355571)",2355321,"(258095, 258595)",258345,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP007519.1,"Trueperella pyogenes strain TP6375 chromosome, complete genome",2338390,"([0.0], 0, [342220])",False,"(1629395, 1629895)",1629645,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP028341.1,"Bifidobacterium adolescentis strain 1-11 chromosome, complete genome",2192428,"([0.0, 0.0, 0.0], 0, [214660, 73180, 342310])",True,"(27136, 27636)",27386,"(832577, 833077)",832827,"(1614368, 1614868)",1614618,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP010413.1,"Bifidobacterium breve strain BR3 chromosome, complete genome",2421115,"([0.0, 0.0], 0, [338070, 343270])",False,"(1787556, 1788056)",1787806,"(1528731, 1529231)",1528981,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP007287.1,"Bifidobacterium coryneforme strain LMG18911 chromosome, complete genome",1755151,"([0.0, 0.0], 0, [117080, 318810])",False,"(3384, 3884)",3634,"(436705, 437205)",436955,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP022544.1,"Bifidobacterium pseudolongum strain UMB-MBP-01 chromosome, complete genome",2008102,"([0.0], 0, [331750])",False,"(1984265, 1984765)",1984515,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP026734.1,"Brevibacterium linens strain ATCC 19391 chromosome, complete genome",3806710,"([0.0, 0.0, 0.0, 0.0, 0.0], 0, [67070, 506030, 29310, 95360, 196910])",True,"(243983, 244483)",244233,"(1843623, 1844123)",1843873,"(628552, 629052)",628802,"(3205794, 3206294)",3206044,"(3737709, 3738209)",3737959,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP009251.1,"Corynebacterium stationis strain 622=DSM 20302 chromosome, complete genome",2808767,"([0.0], 300, [23250])",False,"(814, 1314)",1064,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP072387.1,"Cellulosimicrobium cellulans strain ORNL-0100 chromosome, complete genome",4265420,"([0.0, 0.0, 0.0, 0.0], 0, [28250, 455230, 14740, 450])",False,"(4265193, 274)",24,"(2417034, 2417534)",2417284,"(1617875, 1618375)",1618125,"(2014934, 2015434)",2015184,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP016826.1,"Corynebacterium pseudotuberculosis strain MEX29 chromosome, complete genome",2337866,"([0.0], 0, [25460])",False,"(2336187, 2336687)",2336437,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LS483464.1,"Corynebacterium renale strain NCTC7448 chromosome 1, complete sequence",2335089,"([0.0, 0.0, 0.0], 0, [101580, 38340, 356290])",False,"(849599, 850099)",849849,"(13283, 13783)",13533,"(639805, 640305)",640055,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP032788.1,"Corynebacterium xerosis strain GS 1 chromosome, complete genome",2738835,"([0.0], 0, [116490])",False,"(2054277, 2054777)",2054527,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP019962.1,"Eubacterium limosum strain ATCC 8486 chromosome, complete genome",4422837,"([0.0], 0, [187530])",False,"(698568, 699068)",698818,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LT593929.1,"Propionibacterium freudenreichii isolate PFRJS14 chromosome I, complete sequence",2507188,"([0.0, 0.0, 0.0, 0.0], 0, [216900, 357630, 373760, 501200])",False,"(19753, 20253)",20003,"(2033261, 2033761)",2033511,"(1507184, 1507684)",1507434,"(1767210, 1767710)",1767460,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP031057.1,"Acidipropionibacterium acidipropionici strain WGS7 chromosome, complete genome",3615145,"([0.0, 0.0, 0.0, 0.0], 0, [121000, 142750, 261080, 316810])",False,"(269492, 269992)",269742,"(2993384, 2993884)",2993634,"(637294, 637794)",637544,"(1980188, 1980688)",1980438,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP040635.1,"Acidipropionibacterium jensenii strain FAM 19038 chromosome, complete genome",2999408,"([0.0, 0.0, 0.0, 0.0], 0, [225730, 280130, 50, 124650])",True,"(2971936, 2972436)",2972186,"(866385, 866885)",866635,"(299814, 300314)",300064,"(2386377, 2386877)",2386627,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LR134406.1,"Arachnia propionica strain NCTC12967 chromosome 1, complete sequence",3402349,"([0.0], 0, [179830])",False,"(16719, 17219)",16969,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP011269.1,"Mycolicibacterium fortuitum strain CT6 chromosome, complete genome",6254616,"([0.0, 0.0], 0, [42110, 165170])",False,"(9915, 10415)",10165,"(569317, 569817)",569567,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP029543.1,"Mycobacterium leprae strain MRHRU-235-G chromosome, complete genome",3187112,"([0.0], 0, [15040])",False,"(2334, 2834)",2584,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_AP022569.1,"Mycobacterium cookii strain JCM 12404 chromosome, complete genome",5318517,"([0.0, 0.0], 0, [469760, 487380])",True,"(5294583, 5295083)",5294833,"(4347312, 4347812)",4347562,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP080999.1,"Mycobacterium malmoense strain ATCC 29571 chromosome, complete genome",5319859,"([0.0, 0.0], 0, [379710, 26540])",True,"(449, 949)",699,"(4799902, 4800402)",4800152,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP058277.1,"Mycobacterium marinum strain MMA1 chromosome, complete genome",6321947,"([0.0, 0.0], 0, [225070, 159930])",False,"(1488550, 1489050)",1488800,"(6313695, 6314195)",6313945,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LR134352.1,"Nocardia asteroides strain NCTC11293 chromosome 1, complete sequence",6983363,"([0.0], 0, [7190])",False,"(6854328, 6854828)",6854578,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP044211.1,"Rhodococcus ruber strain C1 chromosome, complete genome",5488044,"([0.0, 0.0, 0.0, 0.0], 0, [137230, 7040, 77380, 45240])",False,"(254067, 254567)",254317,"(3180411, 3180911)",3180661,"(5485022, 5485522)",5485272,"(4970673, 4971173)",4970923,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LT906453.1,"Dermatophilus congolensis strain NCTC13039 chromosome 1, complete sequence",2627820,"([0.0, 0.0, 0.0, 0.0, 0.0], 0, [3420, 7370, 13910, 3810, 1050])",True,"(1934377, 1934877)",1934627,"(2221795, 2222295)",2222045,"(2497206, 2497706)",2497456,"(963805, 964305)",964055,"(637895, 638395)",638145,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_020990.1,"Streptomyces albidoflavus, complete sequence",6841649,"([0.0, 0.0, 0.0], 0, [220, 45010, 9180])",False,"(6838183, 6838683)",6838433,"(1186271, 1186771)",1186521,"(4542609, 4543109)",4542859,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP086102.1,"Streptomyces anulatus strain YINM00001 chromosome, complete genome",8372992,"([0.0, 0.0, 0.0], 0, [534770, 263680, 98350])",False,"(8336759, 8337259)",8337009,"(4323093, 4323593)",4323343,"(2928986, 2929486)",2929236,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP027306.1,"Streptomyces atratus strain SCSIO_ZH16 chromosome, complete genome",9641288,"([0.0, 0.0], 0, [12220, 454110])",True,"(3680163, 3680663)",3680413,"(4557474, 4557974)",4557724,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP065253.1,"Streptomyces clavuligerus strain F1D7 chromosome, complete genome",6868099,"([0.0, 0.0], 0, [75120, 48300])",False,"(2156, 2656)",2406,"(3451935, 3452435)",3452185,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP022744.1,"Streptomyces lincolnensis strain LC-G chromosome, complete genome",9513637,"([0.0, 0.0, 0.0, 0.0, 0.0], 0, [1040, 19630, 137700, 8260, 2250])",False,"(9369440, 9369940)",9369690,"(4813865, 4814365)",4814115,"(1893579, 1894079)",1893829,"(875668, 876168)",875918,"(7651013, 7651513)",7651263,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP054926.1,"Streptomyces microflavus strain NA06532 chromosome, complete genome",7790974,"([0.0, 0.0], 0, [526430, 69640])",False,"(26749, 27249)",26999,"(3898443, 3898943)",3898693,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP020570.1,"Streptomyces violaceoruber strain S21 chromosome, complete genome",7916045,"([0.0, 0.0, 0.0], 0, [254090, 20460, 95920])",True,"(50763, 51263)",51013,"(7874771, 7875271)",7875021,"(3899939, 3900439)",3900189,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP023692.1,"Streptomyces vinaceus strain ATCC 27476 chromosome, complete genome",7673509,"([0.0, 0.0], 0, [10550, 4120])",True,"(5515480, 5515980)",5515730,"(6174631, 6175131)",6174881,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP023699.1,"Streptomyces kanamyceticus strain ATCC 12853 chromosome, complete genome",10133897,"([0.0, 0.0], 0, [132150, 391980])",False,"(5028516, 5029016)",5028766,"(771042, 771542)",771292,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP023689.1,"Streptomyces chartreusis strain ATCC 14922 chromosome, complete genome",9912098,"([0.0, 0.0, 0.0], 200, [9730, 40730, 2990])",False,"(9728152, 9728652)",9728402,"(4724949, 4725449)",4725199,"(8817937, 8818437)",8818187,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP039124.1,"Thermobispora bispora strain ZC4 chromosome, complete genome",4241484,"([0.0, 0.0, 0.0], 0, [579440, 373450, 314040])",False,"(4219031, 4219531)",4219281,"(801534, 802034)",801784,"(3454038, 3454538)",3454288,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LR134501.1,"Nocardiopsis dassonvillei strain NCTC10488 chromosome 1, complete sequence",6541269,"([0.0], 0, [127790])",False,"(313542, 314042)",313792,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP063232.1,"Thermobifida fusca strain UPMC 901 chromosome, complete genome",3760927,"([0.0, 0.0, 0.0, 0.0, 0.0], 0, [46060, 60700, 4910, 1600, 5170])",True,"(911980, 912480)",912230,"(2778175, 2778675)",2778425,"(3760744, 318)",68,"(1880423, 1880923)",1880673,"(1554631, 1555131)",1554881,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP039710.1,"Thermoactinomyces vulgaris strain 2H chromosome, complete genome",2619280,"([0.0], 0, [92180])",False,"(231976, 232476)",232226,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP011502.1,"Aeromicrobium erythreum strain AR18 chromosome, complete genome",3629239,"([0.0, 0.0, 0.0, 0.0], 0, [579250, 266760, 279480, 358610])",False,"(3613163, 3613663)",3613413,"(1276896, 1277396)",1277146,"(147454, 147954)",147704,"(1822606, 1823106)",1822856,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP009896.1,"Pimelobacter simplex strain VKM Ac-2033D chromosome, complete genome",5637360,"([0.0, 0.0, 0.0], 0, [3870, 42370, 504880])",False,"(5631107, 5631607)",5631357,"(3538250, 3538750)",3538500,"(5136171, 5136671)",5136421,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_AP018920.1,"Pseudonocardia autotrophica strain NBRC 12743 chromosome, complete genome",7246130,"([0.0], 0, [122310])",False,"(11995, 12495)",12245,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_AP014657.1,"Mycoplasmopsis arginini strain HAZ145_1 isolate Mycoplasma arginini #HAZ145_1 chromosome, complete genome",678592,"([0.0, 0.0, 0.0, 0.0], 0, [356540, 221060, 328110, 442190])",True,"(449455, 449955)",449705,"(322044, 322544)",322294,"(282107, 282607)",282357,"(243592, 244092)",243842,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LR214945.1,Mycoplasma pneumoniae strain NCTC10119 chromosome 1,817125,"([0.0, 0.0, 0.0, 0.0, 0.0], 0, [447780, 280560, 278740, 280930, 409790])",True,"(292907, 293407)",293157,"(11646, 12146)",11896,"(329342, 329842)",329592,"(187524, 188024)",187774,"(153006, 153506)",153256,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LR215008.1,Mycoplasmopsis pulmonis strain NCTC10139 chromosome 1,951507,"([0.0, 0.0, 0.0, 0.0, 0.0], 0, [280670, 567460, 327400, 597830, 311310])",True,"(821763, 822263)",822013,"(763499, 763999)",763749,"(867220, 867720)",867470,"(371099, 371599)",371349,"(95304, 95804)",95554,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP029258.1,"Mycoplasmopsis synoviae strain 86079/7NS chromosome, complete genome",818795,"([0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], 0, [223270, 332460, 413600, 537700, 377980, 353000, 453190])",True,"(265581, 266081)",265831,"(555091, 555591)",555341,"(517788, 518288)",518038,"(401836, 402336)",402086,"(598430, 598930)",598680,"(113881, 114381)",114131,"(77332, 77832)",77582,nan,nan,nan,nan,nan,nan
NZ_LR215047.1,Metamycoplasma arthritidis strain NCTC10162 chromosome 1,806209,"([0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], 0, [576050, 275220, 592080, 252300, 150530, 577440, 39230, 144190])",True,"(134970, 135470)",135220,"(176457, 176957)",176707,"(710918, 711418)",711168,"(803998, 804498)",804248,"(413312, 413812)",413562,"(471718, 472218)",471968,"(369947, 370447)",370197,"(212855, 213355)",213105,nan,nan,nan,nan
NZ_LR214970.1,Mycoplasma bovigenitalium strain NCTC10122 chromosome 1,841512,"([0.0, 0.0, 0.0, 0.0], 0, [497410, 270080, 324940, 349160])",True,"(129410, 129910)",129660,"(834976, 835476)",835226,"(551776, 552276)",552026,"(358548, 359048)",358798,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_AP018940.1,"Mycoplasmopsis californica strain HAZ106_1 chromosome, complete genome",805917,"([0.0], 0, [39290])",False,"(803666, 804166)",803916,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LR215023.1,Mycoplasma iowae strain NCTC10185 chromosome 1,1278574,"([0.0, 0.0], 0, [275620, 180020])",True,"(714310, 714810)",714560,"(1052677, 1053177)",1052927,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LR214951.1,Mesomycoplasma neurolyticum strain NCTC10166 chromosome 1,979558,"([0.0, 0.0], 0, [34580, 257810])",True,"(977579, 978079)",977829,"(461758, 462258)",462008,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LS991954.1,"Mycoplasma putrefaciens strain NCTC10155 chromosome 1, complete sequence",832598,"([0.0, 0.0, 0.0], 0, [483190, 242550, 170800])",True,"(64950, 65450)",65200,"(28663, 29163)",28913,"(287733, 288233)",287983,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LR214938.2,"Metamycoplasma salivarium strain NCTC10113 chromosome 1, complete sequence",728347,"([0.0, 0.0], 0, [7930, 373630])",True,"(727701, 728201)",727951,"(84548, 85048)",84798,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
