RefSeq,Organism,Sequence_length,N_penalty,O_penalty,D_penalty,False_order,oriC_edges_0,oriC_edges_1,oriC_edges_2,oriC_edges_3,oriC_edges_4,oriC_edges_5,oriC_edges_6,oriC_edges_7,oriC_edges_8,oriC_edges_9,oriC_middles_0,oriC_middles_1,oriC_middles_2,oriC_middles_3,oriC_middles_4,oriC_middles_5,oriC_middles_6,oriC_middles_7,oriC_middles_8,oriC_middles_9,xy_oriC_0,xy_oriC_1,xy_oriC_2,xy_oriC_3,xy_oriC_4,xy_oriC_5,xy_oriC_6,xy_oriC_7,xy_oriC_8,xy_oriC_9,xgc_oriC_0,xgc_oriC_1,xgc_oriC_2,xgc_oriC_3,xgc_oriC_4,xgc_oriC_5,xgc_oriC_6,xgc_oriC_7,xgc_oriC_8,xgc_oriC_9,ygc_oriC_0,ygc_oriC_1,ygc_oriC_2,ygc_oriC_3,ygc_oriC_4,ygc_oriC_5,ygc_oriC_6,ygc_oriC_7,ygc_oriC_8,ygc_oriC_9
NZ_CP086000.1,Odoribacter splanchnicus DSM 20712 strain FDAARGOS_1579 chromosome,4393364,2.2761601360597482e-05,1,[2372580],False,"(2004520, 2005020)",2004770,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1885022,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP086207.1,Staphylococcus gallinarum strain FCW1 chromosome,2880305,9.026821812273354e-05,0,"[336520, 357840]",False,"(18490, 18990)",18740,"(2240912, 2241412)",2241162,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18740,2241162,nan,nan,nan,nan,nan,nan,nan,nan,991,1450514,2259208,nan,nan,nan,nan,nan,nan,nan,17817,2241316,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP088237.1,Ralstonia solanacearum strain UW251 chromosome,3362692,2.9738078896312835e-05,1,[1259850],False,"(1828961, 1829461)",1829211,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6522,nan,nan,nan,nan,nan,nan,nan,nan,nan,1890315,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LN555523.1,Romboutsia ilealis strain CRIB chromosome 1,2581778,0.001051988203478378,0,[112570],False,"(2575900, 2576400)",2576150,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2576150,nan,nan,nan,nan,nan,nan,nan,nan,nan,2466510,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LT594323.1,Micromonospora auratinigra strain DSM 44815 chromosome I,6758600,5.918385464445299e-05,0,"[292930, 348410, 290250, 205800]",False,"(4954655, 4955155)",4954905,"(1983942, 1984442)",1984192,"(6243612, 6244112)",6243862,"(5624383, 5624883)",5624633,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4954905,1984192,6243862,5624633,nan,nan,nan,nan,nan,nan,4954844,2653221,1984194,6264646,5624249,nan,nan,nan,nan,nan,4944554,982474,6249999,1966773,5638762,nan,nan,nan,nan,nan
NZ_LT594324.1,Micromonospora narathiwatensis strain DSM 45248 chromosome I,6612057,3.0247773121133106e-05,0,"[1470390, 1005450]",False,"(72772, 73272)",73022,"(2755261, 2755761)",2755511,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,73022,2755511,nan,nan,nan,nan,nan,nan,nan,nan,78703,971754,nan,nan,nan,nan,nan,nan,nan,nan,152222,5321087,5993170,nan,nan,nan,nan,nan,nan,nan
NZ_LT607750.1,Micromonospora echinaurantiaca strain DSM 43904 chromosome I,7203233,2.7765310382157566e-05,0,"[1627860, 457160]",False,"(6240231, 6240731)",6240481,"(2303117, 2303617)",2303367,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6240481,2303367,nan,nan,nan,nan,nan,nan,nan,nan,6313148,5073006,2359136,nan,nan,nan,nan,nan,nan,nan,6231755,2336278,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LT607752.1,Micromonospora rifamycinica strain DSM 44983 chromosome I,7011369,2.8525099734445585e-05,0,"[13820, 468320]",False,"(4436973, 4437473)",4437223,"(1871224, 1871724)",1871474,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4437223,1871474,nan,nan,nan,nan,nan,nan,nan,nan,4436876,1871489,694734,nan,nan,nan,nan,nan,nan,nan,4460292,1872180,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LT607755.1,Micromonospora zamorensis strain DSM 45600 chromosome I,7096032,2.8184765795870144e-05,0,"[2036800, 1762790]",False,"(7029838, 7030338)",7030088,"(3227785, 3228285)",3228035,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7030088,3228035,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6562813,5919578,2540466,nan,nan,nan,nan,nan,nan,nan
NZ_LT607754.1,Micromonospora inositola strain DSM 43819 chromosome I,6708094,5.962945659378059e-05,0,"[370730, 1031910, 1336150, 1773520]",True,"(1899785, 1900285)",1900035,"(2542668, 2543168)",2542918,"(5842840, 5843340)",5843090,"(599836, 600336)",600086,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1900035,2542918,5843090,600086,nan,nan,nan,nan,nan,nan,6707546,1952864,2630245,5908577,619331,nan,nan,nan,nan,nan,1901268,2541569,5841769,600794,nan,nan,nan,nan,nan,nan
NZ_LT607753.1,Micromonospora coxensis strain DSM 45161 chromosome I,6769793,4.43145011967131e-05,0,"[42380, 402130, 1360870]",False,"(6766010, 6766510)",6766260,"(304489, 304989)",304739,"(5947021, 5947521)",5947271,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6766260,304739,5947271,nan,nan,nan,nan,nan,nan,nan,6766594,304790,5947284,1584156,nan,nan,nan,nan,nan,nan,3351553,6764475,324896,5879241,nan,nan,nan,nan,nan,nan
NZ_LT607751.1,Micromonospora siamensis strain DSM 45097 chromosome I,6250219,1.5999439379644136e-05,0,[1641810],False,"(3495854, 3496354)",3496104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3496104,nan,nan,nan,nan,nan,nan,nan,nan,nan,3495989,nan,nan,nan,nan,nan,nan,nan,nan,nan,605092,3990180,4630327,3413898,nan,nan,nan,nan,nan,nan
NZ_LT598496.1,Micromonospora krabiensis strain DSM 45344 chromosome I,7074838,4.240379779720751e-05,0,"[12080, 435820, 425540]",False,"(4847598, 4848098)",4847848,"(68500, 69000)",68750,"(4141679, 4142179)",4141929,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4847848,68750,4141929,nan,nan,nan,nan,nan,nan,nan,4847898,68750,1329325,4141929,3404828,nan,nan,nan,nan,nan,4869689,47473,4141325,nan,nan,nan,nan,nan,nan,nan
NZ_LT607733.1,Micromonospora echinofusca strain DSM 43913 chromosome I,7002627,1.4280355072460663e-05,0,[168490],False,"(6471403, 6471903)",6471653,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6471653,nan,nan,nan,nan,nan,nan,nan,nan,nan,6480894,nan,nan,nan,nan,nan,nan,nan,nan,nan,6472470,3996321,2555917,nan,nan,nan,nan,nan,nan,nan
NZ_LT607412.1,Micromonospora coriariae strain DSM 44875 chromosome I,6929787,2.8860915927141774e-05,0,"[226870, 1512180]",False,"(2812520, 2813020)",2812770,"(6481356, 6481856)",6481606,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2812770,6481606,nan,nan,nan,nan,nan,nan,nan,nan,2746983,6481606,1436061,nan,nan,nan,nan,nan,nan,nan,2822592,4993946,6470263,nan,nan,nan,nan,nan,nan,nan
NZ_LT607413.1,Micromonospora echinospora strain DSM 43816 chromosome I,7775586,1.2860767021289457e-05,0,[446840],False,"(2165332, 2165832)",2165582,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2165582,nan,nan,nan,nan,nan,nan,nan,nan,nan,2165275,4411508,nan,nan,nan,nan,nan,nan,nan,nan,2187617,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LT607409.1,Micromonospora chokoriensis strain DSM 45160 chromosome I,6897819,1.44973360420156e-05,0,[439100],False,"(1326558, 1327058)",1326808,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1326808,nan,nan,nan,nan,nan,nan,nan,nan,nan,1326828,4448349,nan,nan,nan,nan,nan,nan,nan,nan,1348783,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LT607410.1,Micromonospora purpureochromogenes strain DSM 43821 chromosome I,6674234,4.494897841460159e-05,0,"[945680, 35140, 1746920]",False,"(828384, 828884)",828634,"(38033, 38533)",38283,"(5294796, 5295296)",5295046,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,828634,38283,5295046,nan,nan,nan,nan,nan,nan,nan,830391,38283,5312215,nan,nan,nan,nan,nan,nan,nan,828634,6665232,4049200,3165777,5891865,5224869,nan,nan,nan,nan
NZ_LT671675.1,Parolsenella massiliensis strain Marseille-P3237T chromosome scaffold00001,2009306,0.00432189024469145,0,"[135170, 484220, 58230, 110980]",False,"(34797, 35297)",35047,"(1677863, 1678363)",1678113,"(1361678, 1362178)",1361928,"(768979, 769479)",769229,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,35047,1678113,1361928,769229,nan,nan,nan,nan,nan,nan,35046,744942,1361958,1678182,957580,nan,nan,nan,nan,nan,28288,769153,1364870,1672633,568132,987864,nan,nan,nan,nan
NZ_LT607411.1,Micromonospora viridifaciens strain DSM 43909 chromosome I,7073985,4.2408910960371e-05,0,"[384650, 448710, 9170]",False,"(572067, 572567)",572317,"(3986788, 3987288)",3987038,"(6141293, 6141793)",6141543,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,572317,3987038,6141543,nan,nan,nan,nan,nan,nan,nan,580849,3987038,5302106,6138343,nan,nan,nan,nan,nan,nan,561617,3987497,6160779,nan,nan,nan,nan,nan,nan,nan
NZ_LT629695.1,Agrococcus jejuensis strain DSM 22002 chromosome I,3400178,0.00014705112497051626,0,"[17410, 420010, 100300, 165560, 536860]",False,"(6300, 6800)",6550,"(1749481, 1749981)",1749731,"(896807, 897307)",897057,"(3197962, 3198462)",3198212,"(2369997, 2370497)",2370247,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6550,1749731,897057,3198212,2370247,nan,nan,nan,nan,nan,6583,1755027,2885161,897069,430744,2369615,3199416,nan,nan,nan,5712,1746749,923912,3220416,2374630,nan,nan,nan,nan,nan
NZ_LT629692.1,Microbacterium pygmaeum strain DSM 23142 chromosome I,3668670,2.7257834583105048e-05,0,[204950],False,"(2453423, 2453923)",2453673,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2453673,nan,nan,nan,nan,nan,nan,nan,nan,nan,290122,2451919,2896444,nan,nan,nan,nan,nan,nan,nan,2462166,823780,2951982,nan,nan,nan,nan,nan,nan,nan
NZ_LT629687.1,Pseudomonas koreensis strain LMG 21318 chromosome I,6123913,1.6329428585938436e-05,0,[402350],False,"(2589837, 2590337)",2590087,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2590087,nan,nan,nan,nan,nan,nan,nan,nan,nan,2590086,nan,nan,nan,nan,nan,nan,nan,nan,nan,2610204,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LT629688.1,Auraticoccus monumenti strain MON 2.2 chromosome I,4461788,4.482507909385206e-05,0,"[847170, 1036300]",False,"(897651, 898151)",897901,"(1748420, 1748920)",1748670,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,897901,1748670,nan,nan,nan,nan,nan,nan,nan,nan,898668,1748639,nan,nan,nan,nan,nan,nan,nan,nan,856310,1800454,91313,nan,nan,nan,nan,nan,nan,nan
NZ_LT629689.1,Pseudomonas extremaustralis strain DSM 17835 chromosome I,6674429,1.4982555062013545e-05,0,[841110],False,"(4926406, 4926906)",4926656,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4926656,nan,nan,nan,nan,nan,nan,nan,nan,nan,4926656,8890,nan,nan,nan,nan,nan,nan,nan,nan,4968712,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LT629691.1,Pseudomonas thivervalensis strain DSM 13194 chromosome I,6604078,1.5142159132584443e-05,0,[915590],False,"(6459858, 6460358)",6460108,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6460108,nan,nan,nan,nan,nan,nan,nan,nan,nan,6509249,6404538,nan,nan,nan,nan,nan,nan,nan,nan,6555028,6450318,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LT629702.1,Pseudomonas azotoformans strain LMG 21611 chromosome I,6727386,1.4864614576895097e-05,0,[631850],False,"(4763548, 4764048)",4763798,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4763798,nan,nan,nan,nan,nan,nan,nan,nan,nan,4777630,nan,nan,nan,nan,nan,nan,nan,nan,nan,4746037,6191,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LT629700.1,Corynebacterium mycetoides strain DSM 20632 chromosome I,2266470,4.412147524564632e-05,0,[241220],False,"(1678723, 1679223)",1678973,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1678973,nan,nan,nan,nan,nan,nan,nan,nan,nan,1679076,410487,nan,nan,nan,nan,nan,nan,nan,nan,1691137,750,1982174,nan,nan,nan,nan,nan,nan,nan
NZ_LT629701.1,Allokutzneria albata strain DSM 44149 chromosome I,8565619,2.3349159004153698e-05,2,"[377330, 4100]",False,"(30830, 31330)",31080,"(4149129, 4149629)",4149379,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31080,4149379,nan,nan,nan,nan,nan,nan,nan,nan,6541247,5621677,162967,8174564,nan,nan,nan,nan,nan,nan
NZ_LT629704.1,Pseudomonas antarctica strain LMG 22709 chromosome I,6377174,1.5680927006225643e-05,0,[101600],False,"(815222, 815722)",815472,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,815472,nan,nan,nan,nan,nan,nan,nan,nan,nan,816818,nan,nan,nan,nan,nan,nan,nan,nan,nan,821898,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LT629706.1,Pseudomonas poae strain LMG 21465 chromosome I,5950238,1.6806050447057747e-05,0,[858540],False,"(3581380, 3581880)",3581630,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3581630,nan,nan,nan,nan,nan,nan,nan,nan,nan,3564322,nan,nan,nan,nan,nan,nan,nan,nan,nan,3607249,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LT629709.1,Pseudomonas reinekei strain DSM 18361 chromosome I,6312685,1.584111990381272e-05,0,[1520540],False,"(2908256, 2908756)",2908506,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2908506,nan,nan,nan,nan,nan,nan,nan,nan,nan,2903744,6304479,nan,nan,nan,nan,nan,nan,nan,nan,2827717,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LT629708.1,Pseudomonas extremorientalis strain LMG 19695 chromosome I,6373103,1.5690943642366992e-05,0,[526490],False,"(3709348, 3709848)",3709598,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3709598,nan,nan,nan,nan,nan,nan,nan,nan,nan,3709594,nan,nan,nan,nan,nan,nan,nan,nan,nan,3683269,30,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LT629711.1,Pedococcus dokdonensis strain DSM 22329 chromosome I,3942164,5.073355649333716e-05,0,"[1123360, 756390]",True,"(2945868, 2946368)",2946118,"(3898586, 3899086)",3898836,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2946118,3898836,nan,nan,nan,nan,nan,nan,nan,nan,3897711,2462949,nan,nan,nan,nan,nan,nan,nan,nan,3935531,1831119,521388,3584410,2403520,3222225,nan,nan,nan,nan
NZ_LT629755.1,Agromyces flavus strain CPCC 202695 chromosome I,3692408,0.00016249558553659292,0,"[277980, 230830, 33190, 230550, 735810, 428800]",True,"(3148647, 3149147)",3148897,"(3678984, 3679484)",3679234,"(304766, 305266)",305016,"(1319812, 1320312)",1320062,"(2392348, 2392848)",2392598,"(1985393, 1985893)",1985643,nan,nan,nan,nan,nan,nan,nan,nan,3148897,3679234,305016,1320062,2392598,1985643,nan,nan,nan,nan,1321721,971198,3159904,341717,2381368,1985436,nan,nan,nan,nan,1320061,3148362,2392895,1999335,304927,nan,nan,nan,nan,nan
NZ_LT629734.1,Agrococcus carbonis strain DSM 22965 chromosome I,2773310,0.00010817398704075635,0,"[131820, 83820, 104340]",False,"(54231, 54731)",54481,"(1541421, 1541921)",1541671,"(547572, 548072)",547822,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,54481,1541671,547822,nan,nan,nan,nan,nan,nan,nan,45864,1537100,543631,nan,nan,nan,nan,nan,nan,nan,2721149,1543691,547822,51081,2058743,nan,nan,nan,nan,nan
NZ_LT629758.1,Actinoplanes derwentensis strain DSM 43941 chromosome I,10654181,4.692993295308199e-05,0,"[848590, 2381420, 453470, 1050440, 488680]",True,"(7817475, 7817975)",7817725,"(5746810, 5747310)",5747060,"(4543044, 4543544)",4543294,"(6903491, 6903991)",6903741,"(9713891, 9714391)",9714141,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7817725,5747060,4543294,6903741,9714141,nan,nan,nan,nan,nan,7817725,2406246,9766663,5742315,4543338,nan,nan,nan,nan,nan,7793291,5784744,4662409,9714141,897207,nan,nan,nan,nan,nan
NZ_LT629746.1,Pseudomonas lini strain DSM 16768 chromosome I,6529836,1.5314320298396468e-05,0,[373950],False,"(1076505, 1077005)",1076755,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1076755,nan,nan,nan,nan,nan,nan,nan,nan,nan,1083203,nan,nan,nan,nan,nan,nan,nan,nan,nan,1101900,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LT629732.1,Actinopolymorpha singaporensis strain DSM 22024 chromosome I,6403669,1.5616047612704528e-05,0,[279640],False,"(1231819, 1232319)",1232069,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1232069,nan,nan,nan,nan,nan,nan,nan,nan,nan,1234604,nan,nan,nan,nan,nan,nan,nan,nan,nan,1220622,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LT629751.1,Pseudomonas oryzae strain KCTC 32247 chromosome I,4642193,2.1541542973331786e-05,0,[64150],False,"(3757693, 3758193)",3757943,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3757943,nan,nan,nan,nan,nan,nan,nan,nan,nan,3754710,8934,nan,nan,nan,nan,nan,nan,nan,nan,3757918,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LT629760.1,Pseudomonas trivialis strain LMG 21464 chromosome I,5634667,1.7747277700705294e-05,0,[560230],False,"(1450448, 1450948)",1450698,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1450698,nan,nan,nan,nan,nan,nan,nan,nan,nan,1450697,5615858,nan,nan,nan,nan,nan,nan,nan,nan,1422685,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LT629742.1,Microterricola viridarii strain DSM 21772 chromosome I,3837821,0.00010422580938506511,0,"[23980, 376420, 9310, 1130770]",False,"(2407945, 2408445)",2408195,"(26584, 27084)",26834,"(1199080, 1199580)",1199330,"(855990, 856490)",856240,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2408195,26834,1199330,856240,nan,nan,nan,nan,nan,nan,2408414,45639,2812802,1200535,3532388,855708,nan,nan,nan,nan,2464952,26818,1199336,3201915,856173,1768502,nan,nan,nan,nan
NZ_LT629753.1,Pseudomonas cedrina strain LMG 23661 chromosome I,6539015,1.529282315455768e-05,0,[948400],False,"(5702213, 5702713)",5702463,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5702463,nan,nan,nan,nan,nan,nan,nan,nan,nan,5702250,nan,nan,nan,nan,nan,nan,nan,nan,nan,5654830,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LT629757.1,Marmoricola scoriae strain DSM 22127 chromosome I,4058582,9.855658946893274e-05,0,"[23040, 135350, 126650, 790990]",False,"(3405025, 3405525)",3405275,"(489150, 489650)",489400,"(119920, 120420)",120170,"(3806027, 3806527)",3806277,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3405275,489400,120170,3806277,nan,nan,nan,nan,nan,nan,3405146,3839409,489400,120171,nan,nan,nan,nan,nan,nan,3406298,2228176,496168,1198879,1855527,3044232,113839,3799860,nan,nan
NZ_LT629748.1,Halopseudomonas litoralis strain 2SM5 chromosome I,3987942,2.507559036716181e-05,0,[66850],False,"(3094, 3594)",3344,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3344,nan,nan,nan,nan,nan,nan,nan,nan,nan,3344,nan,nan,nan,nan,nan,nan,nan,nan,nan,3500007,1,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LT883155.1,Serratia grimesii isolate BXF1 chromosome 1,5090820,0.0001970213050156949,0,[85040],False,"(3673, 4173)",3923,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3923,nan,nan,nan,nan,nan,nan,nan,nan,nan,13226,nan,nan,nan,nan,nan,nan,nan,nan,nan,8974,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LT629739.1,Brevibacterium sandarakinum strain DSM 22082 chromosome I,4441057,4.503432403592208e-05,0,"[598880, 816920]",False,"(1985162, 1985662)",1985412,"(1444058, 1444558)",1444308,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1985412,1444308,nan,nan,nan,nan,nan,nan,nan,nan,1984076,311535,nan,nan,nan,nan,nan,nan,nan,nan,2014020,4415706,3765197,nan,nan,nan,nan,nan,nan,nan
NZ_LT629754.1,Maribacter dokdonensis strain MAR_2009_60 chromosome I,4505800,2.2193617115717518e-05,0,[242200],False,"(3934237, 3934737)",3934487,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3934487,nan,nan,nan,nan,nan,nan,nan,nan,nan,39,3944148,1713253,nan,nan,nan,nan,nan,nan,nan,3932038,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LT629740.1,Mucilaginibacter mallensis strain MP1X4 chromosome I,6014056,3.325542695312448e-05,0,"[651300, 1076890]",False,"(5492728, 5493228)",5492978,"(2308165, 2308665)",2308415,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5492978,2308415,nan,nan,nan,nan,nan,nan,nan,nan,5462950,nan,nan,nan,nan,nan,nan,nan,nan,nan,5516795,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LT629766.1,Brevibacterium siliguriense strain DSM 23676 chromosome I,4023083,4.971311802416207e-05,0,"[144980, 375300]",False,"(4009381, 4009881)",4009631,"(588464, 588964)",588714,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4009631,588714,nan,nan,nan,nan,nan,nan,nan,nan,4009624,585246,nan,nan,nan,nan,nan,nan,nan,nan,4016873,2659377,2266046,604011,nan,nan,nan,nan,nan,nan
NZ_LT629770.1,Microbacterium paraoxydans strain DSM 15019 chromosome I,3552313,0.00011260269013456866,0,"[117540, 503900, 543420, 108840]",False,"(2006193, 2006693)",2006443,"(26965, 27465)",27215,"(1657513, 1658013)",1657763,"(715015, 715515)",715265,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2006443,27215,1657763,715265,nan,nan,nan,nan,nan,nan,2010662,44,1658913,1193439,nan,nan,nan,nan,nan,nan,2004785,27215,1653471,nan,nan,nan,nan,nan,nan,nan
NZ_LT629772.1,Microlunatus soli strain DSM 21800 chromosome I,6733014,2.970437904926382e-05,0,"[1309180, 95330]",False,"(2994433, 2994933)",2994683,"(6727889, 6728389)",6728139,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2994683,6728139,nan,nan,nan,nan,nan,nan,nan,nan,3056450,6728139,nan,nan,nan,nan,nan,nan,nan,nan,2990991,6732906,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LT629774.1,Winogradskyella sediminis strain RHA_55 chromosome I,3688445,2.7111696121265193e-05,0,[796060],False,"(1733124, 1733624)",1733374,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1733374,nan,nan,nan,nan,nan,nan,nan,nan,nan,1692833,nan,nan,nan,nan,nan,nan,nan,nan,nan,1732636,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LT629776.1,Paraoerskovia marina strain DSM 22126 chromosome I,2986943,6.695809059630532e-05,0,"[504240, 64090]",False,"(458579, 459079)",458829,"(2961370, 2961870)",2961620,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,458829,2961620,nan,nan,nan,nan,nan,nan,nan,nan,458345,2961622,197834,nan,nan,nan,nan,nan,nan,nan,461549,2986834,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LT629778.1,Pseudomonas granadensis strain LMG 27940 chromosome I,5943170,1.6826037283133413e-05,0,[383440],False,"(5629764, 5630264)",5630014,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5630014,nan,nan,nan,nan,nan,nan,nan,nan,nan,5632361,nan,nan,nan,nan,nan,nan,nan,nan,nan,5613189,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LT629779.1,Pseudarthrobacter equi strain IMMIB L-1606 chromosome I,4459178,6.727697346910127e-05,0,"[621250, 44650, 496840]",True,"(144001, 144501)",144251,"(2196549, 2197049)",2196799,"(824989, 825489)",825239,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,144251,2196799,825239,nan,nan,nan,nan,nan,nan,nan,2195993,144277,825298,nan,nan,nan,nan,nan,nan,nan,2220835,4456610,4009975,794235,146510,1403537,3135827,nan,nan,nan
