RefSeq,Organism,Lineage,DoriC_oriC_0,DoriC_oriC_1,DoriC_oriC_2,DoriC_oriC_3,Sequence_length,N_penalty,O_penalty,D_penalty,False_order,oriC_edges_0,oriC_middles_0,oriC_edges_1,oriC_middles_1,oriC_edges_2,oriC_middles_2,oriC_edges_3,oriC_middles_3,oriC_edges_4,oriC_middles_4,oriC_edges_5,oriC_middles_5,oriC_edges_6,oriC_middles_6,oriC_edges_7,oriC_middles_7,oriC_edges_8,oriC_middles_8,xy_oriC_0,xy_oriC_1,xy_oriC_2,xy_oriC_3,xy_oriC_4,xy_oriC_5,xy_oriC_6,xy_oriC_7,xy_oriC_8,xgc_oriC_0,xgc_oriC_1,xgc_oriC_2,xgc_oriC_3,xgc_oriC_4,xgc_oriC_5,xgc_oriC_6,xgc_oriC_7,ygc_oriC_0,ygc_oriC_1,ygc_oriC_2,ygc_oriC_3,ygc_oriC_4,ygc_oriC_5,ygc_oriC_6,ygc_oriC_7,ygc_oriC_8
NZ_CP010271,Mycobacterium sp. EPM10906,"Bacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae,Mycobacterium","(4649054.0, 4649175.0)",,,,4649175,0.0,0,[240],False,"(4648820, 144)",4649070,,,,,,,,,,,,,,,,,4649070.0,,,,,,,,,4649069.0,,,,,,,,4649057.0,,,,,,,,
NZ_CP013652,"Paenibacillus naphthalenovorans strain 32O-Y, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Paenibacillaceae, Paenibacillus","(4279971.0, 4280525.0)","(4278387.0, 4278599.0)",,,5200139,0.0,0,[84220],False,"(4275525, 4276025)",4275775,,,,,,,,,,,,,,,,,4275775.0,,,,,,,,,4278619.0,,,,,,,,4274408.0,,,,,,,,
NC_010814,Geobacter lovleyi SZ,"Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geobacter","(1641.0, 1869.0)",,,,3917761,0.0,1,[1657860],False,"(3834438, 3834938)",3834688,,,,,,,,,,,,,,,,,,,,,,,,,,690881.0,,,,,,,,3916407.0,,,,,,,,
NZ_CP012154,"Wenzhouxiangella marina strain KCTC 42284, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Chromatiales, Wenzhouxiangellaceae, Wenzhouxiangella","(1449.0, 1680.0)",,,,3675202,0.0,0,[106790],False,"(3664774, 3665274)",3665024,,,,,,,,,,,,,,,,,3665024.0,,,,,,,,,3670364.0,,,,,,,,3665024.0,,,,,,,,
NZ_CP019607,Tessaracoccus flavescens strain SST-39T,"Bacteria, Actinobacteria, Propionibacteriales, Propionibacteriaceae,Tessaracoccus","(1608448.0, 1608792.0)",,,,3603805,0.0,0,"[644640, 397010]",False,"(1530174, 1530674)",1530424,"(3134489, 3134989)",3134739.0,,,,,,,,,,,,,,,1530424.0,3134739.0,,,,,,,,1496273.0,1833119.0,1148636.0,3134622.0,646973.0,,,,1528505.0,246447.0,3154473.0,589550.0,2393016.0,,,,
NZ_CP022437,"Virgibacillus necropolis strain LMG 19488 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Virgibacillus","(305435.0, 306097.0)","(303896.0, 304081.0)",,,4337422,0.0,0,"[70850, 78390]",False,"(301302, 301802)",301552,"(4332155, 4332655)",4332405.0,,,,,,,,,,,,,,,301552.0,4332405.0,,,,,,,,305054.0,4332346.0,,,,,,,301135.0,4335889.0,,,,,,,
NZ_LT906439,"Streptococcus merionis strain NCTC13788 genome assembly, chromosome: 1.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus","(1976946.0, 1977150.0)",,,,2384128,0.0,0,[497310],False,"(1996781, 1997281)",1997031,,,,,,,,,,,,,,,,,1997031.0,,,,,,,,,1975789.0,,,,,,,,2000654.0,,,,,,,,
NZ_CP017831,"Butyrivibrio hungatei strain MB2003 chromosome 1, complete sequence.","Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Butyrivibrio","(3143244.0, 3143769.0)",,,,3143784,9.542640334068752e-07,0,[196240],False,"(9512, 10012)",9762,,,,,,,,,,,,,,,,,9762.0,,,,,,,,,3143721.0,,,,,,,,9751.0,,,,,,,,
NC_008340,Alkalilimnicola ehrlichei MLHE-1,"Bacteria, Proteobacteria, Gammaproteobacteria, Chromatiales, Ectothiorhodospiraceae, Alkalilimnicola","(1431.0, 1650.0)",,,,3275944,0.0,0,"[47860, 744520]",False,"(21466, 21966)",21716,"(2635396, 2635896)",2635646.0,,,,,,,,,,,,,,,21716.0,2635646.0,,,,,,,,38781.0,2634346.0,,,,,,,1555.0,2636739.0,,,,,,,
NZ_CP014933,"Pediococcus claussenii strain TMW 2.53 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Pediococcus","(841450.0, 841629.0)","(839603.0, 840117.0)",,,1889038,0.0,0,[13000],False,"(841625, 842125)",841875,,,,,,,,,,,,,,,,,841875.0,,,,,,,,,841470.0,,,,,,,,842120.0,,,,,,,,
NC_014963,Terriglobus saanensis SP1PR4 chromosome,"Bacteria, Acidobacteria, Acidobacteriales, Acidobacteriaceae, Terriglobus","(5094829.0, 46.0)",,,,5095226,0.0,0,"[30060, 192530, 66200]",False,"(334498, 334998)",334748,"(3136130, 3136630)",3136380.0,"(1215205, 1215705)",1215455.0,,,,,,,,,,,,,334748.0,3136380.0,1215455.0,,,,,,,335213.0,4443583.0,3979669.0,3137917.0,1225080.0,,,,338523.0,3136414.0,1215454.0,,,,,,
NZ_CP019688,"Corynebacterium glaucum strain DSM 30827 chromosome, complete genome.","Bacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium","(2517922.0, 42.0)",,,,2518659,0.0,0,"[599320, 95040]",False,"(2435600, 2436100)",2435850,"(684838, 685338)",685088.0,,,,,,,,,,,,,,,2435850.0,685088.0,,,,,,,,2435483.0,440590.0,,,,,,,14675.0,2430731.0,2171869.0,1316992.0,,,,,
NZ_CP019401,"Planococcus faecalis strain AJ003 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Planococcaceae, Planococcus","(3495402.0, 3495892.0)","(1345.0, 1516.0)",,,3495892,0.0,0,[32570],False,"(1826, 2326)",2076,,,,,,,,,,,,,,,,,2076.0,,,,,,,,,442.0,,,,,,,,2071.0,,,,,,,,
NZ_CP020046,"Thiomonas intermedia strain ATCC 15466 chromosome, complete genome.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Thiomonas","(1771091.0, 1771345.0)",,,,3301026,0.0,0,[18580],False,"(1777297, 1777797)",1777547,,,,,,,,,,,,,,,,,1777547.0,,,,,,,,,1777483.0,,,,,,,,1778412.0,,,,,,,,
NZ_CP009215,"Corynebacterium ureicelerivorans strain IMMIB RIV-2301, complete genome.","Bacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium","(2279304.0, 69.0)","(1609.0, 2166.0)",,,2279990,0.0,0,[139120],False,"(34981, 35481)",35231,,,,,,,,,,,,,,,,,35231.0,,,,,,,,,35324.0,,,,,,,,28368.0,1853657.0,,,,,,,
NZ_CP007656,Bdellovibrio bacteriovorus strain 109J,"Bacteria, Proteobacteria, Oligoflexia, Bdellovibrionales,Bdellovibrionaceae, Bdellovibrio","(2498806.0, 2499037.0)",,,,3830427,1.044269999141088e-06,0,"[400770, 689390]",False,"(2487088, 2487588)",2487338,"(732942, 733442)",733192.0,,,,,,,,,,,,,,,2487338.0,733192.0,,,,,,,,2481543.0,732894.0,,,,,,,2501582.0,698425.0,,,,,,,
NZ_CP020772,"Halobacillus mangrovi strain KTB 131 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Halobacillus","(202537.0, 203219.0)","(201010.0, 201183.0)",,,4142697,0.0,0,[155230],False,"(210587, 211087)",210837,,,,,,,,,,,,,,,,,210837.0,,,,,,,,,203001.0,,,,,,,,210763.0,,,,,,,,
NZ_CP009287,"Paenibacillus graminis strain DSM 15220, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Paenibacillaceae, Paenibacillus","(7165879.0, 87.0)",,,,7166464,0.0,0,[31780],False,"(1026, 1526)",1276,,,,,,,,,,,,,,,,,1276.0,,,,,,,,,918.0,,,,,,,,2506.0,,,,,,,,
NZ_AP014638,Leptolyngbya boryana IAM M-101 DNA,"Bacteria, Cyanobacteria, Synechococcales, Leptolyngbyaceae, Leptolyngbya","(2064960.0, 2065513.0)",,,,6176364,0.0,0,"[401580, 1746770, 1618390, 1537000]",True,"(79222, 79722)",79472,"(6087326, 6087826)",6087576.0,"(5395641, 5396141)",5395891.0,"(2448326, 2448826)",2448576.0,,,,,,,,,,,79472.0,6087576.0,5395891.0,2448576.0,,,,,,4754620.0,181813.0,1923189.0,2465904.0,941676.0,6076288.0,5403554.0,,6157208.0,2445825.0,3719069.0,5480404.0,,,,,
NZ_CP024035,"Bacillus aryabhattai strain K13 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus","(5035062.0, 5035815.0)","(1345.0, 1530.0)",,,5035815,0.0,0,[65690],False,"(2927, 3427)",3177,,,,,,,,,,,,,,,,,3177.0,,,,,,,,,5035709.0,,,,,,,,3180.0,,,,,,,,
NC_011244,Borrelia recurrentis A1,"Bacteria, Spirochaetes, Spirochaetales, Spirochaetaceae, Borrelia","(476440.0, 476702.0)",,,,930981,0.0,0,[239200],False,"(489011, 489511)",489261,,,,,,,,,,,,,,,,,489261.0,,,,,,,,,488362.0,,,,,,,,476402.0,,,,,,,,
NC_009465,Candidatus Vesicomyosocius okutanii HA,"Bacteria, Proteobacteria, Gammaproteobacteria, sulfur-oxidizing symbionts","(1294.0, 1506.0)",,,,1022154,0.0,0,[940],False,"(1021913, 260)",10,,,,,,,,,,,,,,,,,10.0,,,,,,,,,25.0,,,,,,,,1022130.0,354202.0,,,,,,,
NC_008610,Candidatus Ruthia magnifica str. Cm (Calyptogena magnifica),"Bacteria, Proteobacteria, Gammaproteobacteria, sulfur-oxidizing symbionts","(1332.0, 1542.0)",,,,1160782,0.0,0,[61330],False,"(3003, 3503)",3253,,,,,,,,,,,,,,,,,3253.0,,,,,,,,,5222.0,,,,,,,,8289.0,,,,,,,,
NC_009495,Clostridium botulinum A str. ATCC 3502,"Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium","(3886362.0, 3886916.0)","(1348.0, 1609.0)",,,3886916,0.0,2,[4260],False,"(3886433, 16)",3886683,,,,,,,,,,,,,,,,,,,,,,,,,,3886683.0,,,,,,,,,,,,,,,,
NZ_CP016022,"Ralstonia insidiosa strain ATCC 49129 chromosome 1, complete sequence.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Ralstonia","(3920632.0, 3921238.0)",,,,3921238,0.0,0,[1131130],False,"(3745855, 3746355)",3746105,,,,,,,,,,,,,,,,,3746105.0,,,,,,,,,3799480.0,,,,,,,,3742924.0,,,,,,,,
NC_011420,Rhodospirillum centenum SW,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, Rhodospirillum","(2881635.0, 2881977.0)",,,,4355543,0.0,0,"[257470, 794900, 1010350]",True,"(2774067, 2774567)",2774317,"(3963480, 3963980)",3963730.0,"(3210391, 3210891)",3210641.0,,,,,,,,,,,,,2774317.0,3963730.0,3210641.0,,,,,,,3963734.0,538310.0,2745513.0,,,,,,3976608.0,2796031.0,2024006.0,,,,,,
NZ_CP016076,"Actinoalloteichus sp. ADI127-7 chromosome, complete genome.","Bacteria, Actinobacteria, Pseudonocardiales, Pseudonocardiaceae, Actinoalloteichus","(1975.0, 2931.0)",,,,7120854,0.0,0,[69570],False,"(350, 850)",600,,,,,,,,,,,,,,,,,600.0,,,,,,,,,842.0,,,,,,,,7118216.0,,,,,,,,
NZ_CP008953,"Amycolatopsis japonica strain MG417-CF17, complete genome.","Bacteria, Actinobacteria, Pseudonocardiales, Pseudonocardiaceae, Amycolatopsis","(1636.0, 2534.0)",,,,8961318,0.0,0,[2072170],False,"(8872620, 8873120)",8872870,,,,,,,,,,,,,,,,,8872870.0,,,,,,,,,8784386.0,,,,,,,,8887995.0,,,,,,,,
NC_007604,Synechococcus elongatus PCC 7942,"Bacteria, Cyanobacteria, Chroococcales, Synechococcus","(2695796.0, 64.0)",,,,2695903,0.0,0,"[338240, 412770, 537640, 375050]",False,"(44520, 45020)",44770,"(2212780, 2213280)",2213030.0,"(2473456, 2473956)",2473706.0,"(1227427, 1227927)",1227677.0,,,,,,,,,,,44770.0,2213030.0,2473706.0,1227677.0,,,,,,38113.0,2198838.0,1197108.0,933325.0,,,,,17474.0,2215750.0,1223990.0,,,,,,
NZ_CP021780,"Paenibacillus donghaensis strain KCTC 13049 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Paenibacillaceae, Paenibacillus","(7061319.0, 7061993.0)",,,,8542333,0.0,0,"[67910, 24390]",False,"(7064734, 7065234)",7064984,"(980, 1480)",1230.0,,,,,,,,,,,,,,,7064984.0,1230.0,,,,,,,,7062987.0,10.0,,,,,,,7066383.0,1230.0,,,,,,,
NZ_CP016543,"Planococcus donghaensis strain DSM 22276, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Planococcaceae, Planococcus","(3304674.0, 3305371.0)","(1345.0, 1517.0)",,,3305371,0.0,0,[56510],False,"(3023, 3523)",3273,,,,,,,,,,,,,,,,,3273.0,,,,,,,,,637.0,,,,,,,,3463.0,,,,,,,,
NZ_CP022464,"[Clostridium] bolteae strain ATCC BAA-613 chromosome, complete genome.","Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae","(6569730.0, 6570176.0)","(1372.0, 1651.0)",,,6570176,0.0,0,[79590],False,"(3730, 4230)",3980,,,,,,,,,,,,,,,,,3980.0,,,,,,,,,972.0,,,,,,,,4951.0,,,,,,,,
NZ_CP022752,"Actinopolyspora erythraea strain YIM 90600 chromosome, complete genome.","Bacteria, Actinobacteria, Actinopolysporales, Actinopolysporaceae, Actinopolyspora","(1894.0, 3055.0)",,,,5243930,0.0,3,[12020],False,"(5242923, 5243423)",5243173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5243173.0,,,,,,,,
NZ_CP023501,"Weissella paramesenteroides strain FDAARGOS_414 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Leuconostocaceae, Weissella","(1647842.0, 1648537.0)","(1646234.0, 1646437.0)",,,1947910,0.0,0,"[40400, 280]",False,"(1645640, 1646140)",1645890,"(1947681, 272)",22.0,,,,,,,,,,,,,,,1645890.0,22.0,,,,,,,,1647084.0,22.0,,,,,,,1645064.0,8.0,,,,,,,
NC_009828,Thermotoga lettingae TMO,"Bacteria, Thermotogae, Thermotogales, Thermotogaceae, Thermotoga","(157248.0, 157755.0)",,,,2135342,0.0,0,[545930],False,"(899046, 899546)",899296,,,,,,,,,,,,,,,,,899296.0,,,,,,,,,746902.0,1712378.0,1337732.0,,,,,,149713.0,,,,,,,,
NZ_CP021983,Halomicronema hongdechloris C2206 genome.,"Bacteria, Cyanobacteria, Synechococcales, Leptolyngbyaceae, Halomicronema","(5122227.0, 5122790.0)",,,,5577845,0.0,0,"[1063040, 29380, 183730]",False,"(330135, 330635)",330385,"(898705, 899205)",898955.0,"(5024817, 5025317)",5025067.0,,,,,,,,,,,,,330385.0,898955.0,5025067.0,,,,,,,339971.0,897635.0,2230970.0,3170128.0,3666742.0,5079199.0,1421551.0,,330784.0,899104.0,2145507.0,5026047.0,,,,,
NZ_CP023074,"Enterococcus thailandicus strain a523 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Enterococcaceae, Enterococcus","(2645733.0, 2646250.0)","(1336.0, 1504.0)",,,2646250,0.0,0,[65210],False,"(2642866, 2643366)",2643116,,,,,,,,,,,,,,,,,2643116.0,,,,,,,,,2646247.0,,,,,,,,2642986.0,,,,,,,,
NC_004347,Shewanella oneidensis MR-1,"Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Shewanellaceae, Shewanella","(6419.0, 6872.0)",,,,4969811,0.0,0,[382720],False,"(18891, 19391)",19141,,,,,,,,,,,,,,,,,19141.0,,,,,,,,,19210.0,,,,,,,,74.0,,,,,,,,
NZ_CP008889,"Dermacoccus nishinomiyaensis strain M25, complete genome.","Bacteria, Actinobacteria, Micrococcales, Dermacoccaceae, Dermacoccus","(130468.0, 131223.0)",,,,3029021,0.0,0,"[43540, 36310]",True,"(137712, 138212)",137962,"(3021853, 3022353)",3022103.0,,,,,,,,,,,,,,,137962.0,3022103.0,,,,,,,,137688.0,3021439.0,1511820.0,1848334.0,2740262.0,2168988.0,,,139865.0,3023254.0,,,,,,,
NZ_CP013911,"Staphylococcus haemolyticus strain S167, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus","(2549137.0, 476.0)","(2547480.0, 2547780.0)",,,2549338,0.0,0,[64020],False,"(2771, 3271)",3021,,,,,,,,,,,,,,,,,3021.0,,,,,,,,,2548056.0,,,,,,,,1920.0,,,,,,,,
NZ_CP016210,"Azoarcus olearius strain DQS4, complete genome.","Bacteria, Proteobacteria, Betaproteobacteria, Rhodocyclales, Zoogloeaceae, Azoarcus","(4436121.0, 4436511.0)",,,,4451751,0.0,0,[138870],False,"(4442753, 4443253)",4443003,,,,,,,,,,,,,,,,,4443003.0,,,,,,,,,4436315.0,139682.0,,,,,,,4443259.0,59912.0,,,,,,,
NZ_CP017466,"Staphylococcus nepalensis strain JS11 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus","(2941527.0, 359.0)","(1728.0, 1969.0)",,,2941886,0.0,0,[489280],False,"(24333, 24833)",24583,,,,,,,,,,,,,,,,,24583.0,,,,,,,,,117.0,,,,,,,,24581.0,,,,,,,,
NZ_CP024963,"Entomoplasma luminosum strain PIMN-1 chromosome, complete genome.","Bacteria, Tenericutes, Mollicutes, Entomoplasmatales, Entomoplasmataceae, Entomoplasma","(199658.0, 199973.0)",,,,1031560,0.0,0,[620],False,"(1031281, 220)",1031531,,,,,,,,,,,,,,,,,1031531.0,,,,,,,,,1030817.0,626484.0,195989.0,,,,,,1030848.0,,,,,,,,
NC_008825,Methylibium petroleiphilum PM1,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Methylibium","(4044058.0, 185.0)","(1590.0, 1823.0)",,,4044195,0.0,0,"[210610, 160610]",False,"(4031861, 4032361)",4032111,"(446457, 446957)",446707.0,,,,,,,,,,,,,,,4032111.0,446707.0,,,,,,,,4042637.0,446930.0,,,,,,,4032106.0,438899.0,,,,,,,
NZ_CP024965,"Entomoplasma somnilux strain PYAN-1 chromosome, complete genome.","Bacteria, Tenericutes, Mollicutes, Entomoplasmatales, Entomoplasmataceae, Entomoplasma","(868109.0, 868413.0)",,,,868413,0.0,2,[10],False,"(868162, 250)",0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
NZ_CP015622,"Corynebacterium crudilactis strain JZ16 chromosome, complete genome.","Bacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium","(1758.0, 2240.0)",,,,3047373,0.0,0,[483950],False,"(3022602, 3023102)",3022852,,,,,,,,,,,,,,,,,3022852.0,,,,,,,,,3021820.0,,,,,,,,3046018.0,,,,,,,,
NZ_CP023011,"Enterococcus hirae strain FDAARGOS_234 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Enterococcaceae, Enterococcus","(664253.0, 664783.0)","(662729.0, 662917.0)",,,2845651,0.0,0,"[615060, 570810]",False,"(692668, 693168)",692918,"(30491, 30991)",30741.0,,,,,,,,,,,,,,,692918.0,30741.0,,,,,,,,664432.0,,,,,,,,692973.0,,,,,,,,
NC_009831,Shewanella sediminis HAW-EB3,"Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Shewanellaceae, Shewanella","(4368.0, 4811.0)",,,,5517674,0.0,0,[41060],False,"(5515462, 5515962)",5515712,,,,,,,,,,,,,,,,,5515712.0,,,,,,,,,5507571.0,,,,,,,,5509624.0,,,,,,,,
NZ_CP023392,"Lactococcus raffinolactis strain WiKim0068 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Lactococcus","(1026196.0, 1026366.0)","(1024465.0, 1024824.0)",,,2217417,0.0,0,"[69790, 145360]",False,"(1028530, 1029030)",1028780,"(2211415, 2211915)",2211665.0,,,,,,,,,,,,,,,1028780.0,2211665.0,,,,,,,,1024718.0,2212842.0,,,,,,,1031986.0,2209353.0,,,,,,,
NZ_CP009533,"Pseudomonas rhizosphaerae strain DSM 16299, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas","(3633996.0, 3634621.0)",,,,4688635,0.0,0,"[1750, 1295110]",False,"(4688545, 411)",161,"(3602016, 3602516)",3602266.0,,,,,,,,,,,,,,,161.0,3602266.0,,,,,,,,125.0,3590043.0,,,,,,,37.0,588809.0,3654799.0,,,,,,
NZ_CP013661,"Planococcus kocurii strain ATCC 43650, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Planococcaceae, Planococcus","(1763094.0, 1763584.0)","(1761578.0, 1761749.0)",,,3472056,0.0,0,[101960],False,"(1767490, 1767990)",1767740,,,,,,,,,,,,,,,,,1767740.0,,,,,,,,,1762992.0,,,,,,,,1768090.0,,,,,,,,
NZ_CP014161,"Aerococcus urinae strain CCUG36881, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Aerococcaceae, Aerococcus","(1931612.0, 1932372.0)",,,,1974262,0.0,0,[338320],False,"(1965795, 1966295)",1966045,,,,,,,,,,,,,,,,,1966045.0,,,,,,,,,4387.0,,,,,,,,1961733.0,,,,,,,,
NC_010505,Methylobacterium radiotolerans JCM 2831,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Methylobacteriaceae, Methylobacterium","(4549435.0, 4549921.0)",,,,6077833,0.0,0,"[96280, 584860, 806680, 16840, 441990]",False,"(4941, 5441)",5191,"(3357942, 3358442)",3358192.0,"(4078431, 4078931)",4078681.0,"(2188482, 2188982)",2188732.0,"(515693, 516193)",515943.0,,,,,,,,,5191.0,3358192.0,4078681.0,2188732.0,515943.0,,,,,2374.0,3332639.0,4084443.0,515606.0,2722091.0,,,,7188.0,3372973.0,4639408.0,4062344.0,1676974.0,516448.0,,,
NC_008358,Hyphomonas neptunium ATCC 15444,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Hyphomonadaceae, Hyphomonas","(3704938.0, 257.0)",,,,3705021,0.0,0,"[26330, 45400, 8970, 971790, 178490]",False,"(3623767, 3624267)",3624017,"(47131, 47631)",47381.0,"(1692958, 1693458)",1693208.0,"(3017617, 3018117)",3017867.0,"(937551, 938051)",937801.0,,,,,,,,,3624017.0,47381.0,1693208.0,3017867.0,937801.0,,,,,3624017.0,36277.0,362820.0,1692648.0,2075720.0,938472.0,,,3623569.0,1263325.0,1693964.0,936202.0,45202.0,,,,
NZ_CP014164,"Aerococcus viridans strain CCUG4311, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Aerococcaceae, Aerococcus","(56821.0, 57055.0)","(54761.0, 55485.0)",,,2199877,0.0,0,[10290],False,"(2199105, 2199605)",2199355,,,,,,,,,,,,,,,,,2199355.0,,,,,,,,,2199322.0,,,,,,,,2199836.0,,,,,,,,
NC_013385,Ammonifex degensii KC4,"Bacteria, Firmicutes, Clostridia, Thermoanaerobacterales, Thermoanaerobacteraceae, Moorella group, Ammonifex","(2129201.0, 187.0)",,,,2129237,0.0,0,[16880],False,"(712, 1212)",962,,,,,,,,,,,,,,,,,962.0,,,,,,,,,962.0,373198.0,,,,,,,1806.0,,,,,,,,
NC_004757,Nitrosomonas europaea ATCC 19718,"Bacteria, Proteobacteria, Betaproteobacteria, Nitrosomonadales, Nitrosomonadaceae, Nitrosomonas","(1591.0, 1790.0)",,,,2812094,0.0,0,[749620],False,"(2771170, 2771670)",2771420,,,,,,,,,,,,,,,,,2771420.0,,,,,,,,,2771431.0,,,,,,,,2808912.0,,,,,,,,
NC_010729,Porphyromonas gingivalis ATCC 33277,"Bacteria, Bacteroidetes, Bacteroidetes (class), Bacteroidales, Porphyromonadaceae, Porphyromonas","(2176588.0, 2177156.0)",,,,2354886,0.0,0,"[263660, 675880]",False,"(1786683, 1787183)",1786933,"(633383, 633883)",633633.0,,,,,,,,,,,,,,,1786933.0,633633.0,,,,,,,,1833342.0,,,,,,,,2176664.0,856999.0,,,,,,,
NZ_CP011104,"Photorhabdus temperata subsp. thracensis strain DSM 15199, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Morganellaceae, Photorhabdus","(1918091.0, 1918470.0)",,,,5147098,0.0,0,"[220420, 70240, 63590]",False,"(1920262, 1920762)",1920512,"(3436156, 3436656)",3436406.0,"(1274261, 1274761)",1274511.0,,,,,,,,,,,,,1920512.0,3436406.0,1274511.0,,,,,,,1920572.0,1274454.0,3437748.0,,,,,,1917060.0,653369.0,3426727.0,1277634.0,2832057.0,,,,
NZ_CP014322,"Alteromonas addita strain R10SW13, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Alteromonadaceae, Alteromonas","(4648696.0, 154.0)",,,,4649146,0.0,1,[1786940],False,"(4547013, 4547513)",4547263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4642132.0,,,,,,,,
NC_004917,Helicobacter hepaticus ATCC 51449,"Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Helicobacteraceae, Helicobacter","(1081990.0, 1082088.0)",,,,1799146,0.0,0,[47260],False,"(1106495, 1106995)",1106745,,,,,,,,,,,,,,,,,1106745.0,,,,,,,,,1107929.0,,,,,,,,1105566.0,,,,,,,,
NC_013009,Neorickettsia risticii str. Illinois,"Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Anaplasmataceae, Neorickettsia","(876108.0, 876518.0)",,,,879977,0.0,2,[4690],False,"(225510, 226010)",225760,,,,,,,,,,,,,,,,,,,,,,,,,,225760.0,,,,,,,,877951.0,797045.0,,,,,,,
NC_006510,Geobacillus kaustophilus HTA426,"Bacteria, Firmicutes, Bacillales, Bacillaceae, Geobacillus","(3544386.0, 87.0)","(1441.0, 1612.0)",,,3544776,0.0,0,[82220],False,"(3540302, 3540802)",3540552,,,,,,,,,,,,,,,,,3540552.0,,,,,,,,,3544655.0,,,,,,,,3540544.0,,,,,,,,
NZ_CP014842,"Bacillus licheniformis strain SCDB 14 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus","(114131.0, 114769.0)","(112614.0, 112789.0)",,,4136986,0.0,0,[116220],False,"(119742, 120242)",119992,,,,,,,,,,,,,,,,,119992.0,,,,,,,,,114257.0,,,,,,,,120068.0,,,,,,,,
NZ_CP023465,"Lysobacter capsici strain KNU-14 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Lysobacter","(1336.0, 2211.0)",,,,6270417,0.0,0,[452210],False,"(23630, 24130)",23880,,,,,,,,,,,,,,,,,23880.0,,,,,,,,,23334.0,,,,,,,,45944.0,647199.0,,,,,,,
